word,definition,translation
Thomsen's phenomenon,,[医] 托姆生氏现象(被细菌污染后发生的血细胞凝结反应)
thomsenolite,"n. A fluoride of aluminium, calcium, and sodium\n   occurring with the cryolite of Greenland.",方霜晶石
thomson,n. United States composer who collaborated with Gertrude Stein (1896-1989)\nn. United States electrical engineer (born in England) who in 1892 formed a company with Thomas Edison (1853-1937)\nn. English physicist (son of Joseph John Thomson) who was a co-discoverer of the diffraction of electrons by crystals (1892-1975),"n. 汤姆森（①姓氏 ②Sir George Paget, 1892-1975, 英国物理学家, 曾获1937年诺贝尔物理学奖 ③Sir Joseph John, 1856-1940, 英国物理学家, 曾获1906年诺贝尔物理学奖）"
Thomson apparatus,,[医] 汤姆森氏电子速度测量器
Thomson bridge,,[电] Thomson电桥
Thomson effect,,[电] Thomson效应
Thomson electromotive force,,[电] Thomson电动势
Thomson heat,,[电] Thomson热
Thomson' fascia,,[医] 汤姆森氏筋膜(覆盖腹股沟管皮下环内半侧的黄色纤维)
Thomson's disease,,"[医] 汤姆森氏病, 先天性皮肤异色病"
Thomson's fascia,,[医] 汤姆森氏筋膜(覆盖腹股沟管皮下环内半侧的黄色纤维)
Thomson's gazelle,,[网络] 汤氏瞪羚；汤姆森瞪羚；汤普森瞪羚
Thomson's sign,,"[医] 汤姆森氏征, 帕斯提阿氏征(猩红热患者胸部出现红线状皮疹)"
Thomson-Berthelot principle,,[机] 汤姆逊-贝特洛原理
thomsonianism,"n. An empirical system which assumes that the human\n   body is composed of four elements, earth, air, fire, and water, and\n   that vegetable medicines alone should be used; -- from the founder, Dr.\n   Samuel Thomson, of Massachusetts.",[医] 汤姆森主义(一种经验派医术)
thomsonite,"n. A zeolitic mineral, occurring generally in masses of a\n   radiated structure. It is a hydrous silicate of aluminia, lime, and\n   soda. Called also mesole, and comptonite.",杆沸石
thon,,n. 索恩
Thonburi,,吞武里[泰国南部港市]
thone,, [人名] 索恩
thones,plural of thone,(thone 的复数)  [人名] 索恩
thong,n. underpants resembling a G-string; worn by women especially under very tight pants\nn. a thin strip of leather; often used to lash things together,"vt. 装皮带, 用皮鞭打\nn. 皮带, 皮鞭"
Thonga,,桑格人(指莫桑比克农民)
thonged,,n. 皮带；皮鞭；人字拖鞋\nvt. 鞭打；给…装上皮带\nn. (Thong)人名；(中)唐(广东话·威妥玛)；(泰、老、柬)通
thonging,-ing form of thong\nn. underpants resembling a G-string; worn by women especially under very tight pants\nn. a thin strip of leather; often used to lash things together,"(thong 的现在分词) vt. 装皮带, 用皮鞭打\nn. 皮带, 皮鞭"
thongs,"n leather strip that forms the flexible part of a whip\nn underpants resembling a G-string; worn by women especially under very tight pants\nn a thin strip of leather; often used to lash things together\nn minimal clothing worn by stripteasers; a narrow strip of fabric that covers the pubic area, passes between the thighs, and is supported by a waistband\nn a backless sandal held to the foot by a thong between the big toe and the second toe",n. 丁字裤；平底人字拖鞋（thong的复数形式）
thonzonium bromide,,[化] 通佐溴铵; 溴苄嘧棕胺
thonzylamine,,桑西胺
thonzylamine hgdrochloride,,[医] 盐酸桑西胺(抗组胺药)
thonzylamine hydrochloride,,[化] 盐酸宋齐拉敏; 盐酸桑西胺
thooid,"a. Of or pertaining to a group of carnivores, including the\n   wovels and the dogs.",胡狼形的犬
Thor,n. (Norse mythology) god of thunder and rain and farming; pictured as wielding a hammer emblematic of the thunderbolt; identified with Teutonic Donar,n. 托尔(雷神)
Thor Hyerdahl,,[网络] 索尔·海尔达尔（Thor Heyerdahl）
thoracal,,a. [解]胸的
thoracalgia,,[医] 胸痛
thoracastomy,,胸造口术
thoracectomy,,n. [医]胸廓部分切除术
thoracene,,双(环辛四烯)合钍
thoracentesis,n removal of fluid from the chest by centesis for diagnostic or therapeutic purposes,(=thoracocentesis)胸腔穿刺术
thoraces,n the middle region of the body of an arthropod between the head and the abdomen\nn the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates\nn part of an insect's body that bears the wings and legs,"胸, 胸廓, 胸腔, 胸膛, 胸部"
thoracic,a of or relating to the chest or thorax,"a. 胸的\n[医] 胸的, 胸廓的"
thoracic actinomycosis,, 胸放线菌病
thoracic aneurysm,,[医] 胸腔动脉瘤
thoracic aorta,, 胸主动脉
thoracic axis,,[医] 胸肩峰动静脉
thoracic breathing,,[医] 胸式呼吸
thoracic cavity,,[医] 胸腔
thoracic choke,,[医] 食管[胸段]梗阻(草食动物)
thoracic crises,,[医] 胸危象
thoracic curve,,[医] 胸曲
thoracic duct,, 胸导管
thoracic empyema,,"[医] 脓性胸膜炎, 脓胸"
thoracic fistula,,[医] 胸壁瘘
thoracic goiter,,[医] 胸位性甲状腺肿
thoracic indices,,[医] 胸径指数
thoracic medicine,,[网络] 胸腔医学；胸腔内科
thoracic nerve,, [医]胸神经
thoracic outlet syndrome,, 胸出口综合征，胸廓出口综合征
thoracic plane,,[医] 胸平面
thoracic respiration,,[医] 胸式呼吸
thoracic stomach,,[医] 胸位胃
thoracic vein,, [医]胸部静脉
thoracic vertebra,, 胸椎
thoracica,"n. pl. A division of cirripeds including those which have\n   six thoracic segments, usually bearing six pairs of cirri. The common\n   barnacles are examples.", 围胸目
thoracically,,adv. thoracic的变形
thoracico-abdominal,,[医] 胸腹的
thoracico-abdominal rudiment,,[医] 胸腹原基
thoracico-aeromialis,,[医] 胸肩峰动永
thoracicoabdominal,,胸腹的
thoracicohumeral,,[医] 胸肱的
thoracicolumbar,,a. [解]胸腰的
thoracis,, [医]胸的
thoracispinal,,[医] 脊柱胸段的
thoraco-,,[医] 胸
thoracoabdominal,,[医] 胸腹的
thoracoabdominal diaphragm,,"[医] 胸腹膈, 膈"
thoracoacephalus,,[医] 无脑胸部寄生胎
thoracoacromial,,[医] 胸肩峰的
thoracobronchotomy,,[医] 胸廓支气管切开术
thoracocautery,,[医] 胸腔内烧灼术
thoracoceloschisis,,[医] 胸腹裂
thoracocentesis,n removal of fluid from the chest by centesis for diagnostic or therapeutic purposes,[医] 胸腔穿刺术
thoracochondritis,,胸廓软骨炎; 胸肋骨炎
thoracocyllosis,,胸畸形
thoracocyrtosis,,胸弯曲
thoracodelphus,,[医] 脐上胸联胎
thoracodidymus,,胸部联胎
thoracodldymus,,[医] 胸部联胎
thoracodorsal,, [医]胸背的
thoracodynia,,[医] 胸痛
thoracoepigastric vein,, [医]胸腹壁静脉
thoracogastrodidymus,,[医] 胸腹联胎
thoracogastroschisis,,[医] 胸腹裂
thoracograph,,[医] 胸动描记器
thoracolaparotomy,,[医] 胸腹切开术
thoracolumbar,,胸腰部的
thoracolumbar autonomic nervous system,,[医] 胸腰部自主神经系统
thoracolysis,,[医] 胸廓粘连松解术
thoracolysis praecordiaca,,[医] 心松解术
thoracomelus,,"[医] 胸部寄生肢畸胎, 胸肢畸胎"
thoracometer,n. Same as Stethometer.,"[医] 胸围计, 胸廓张度计"
thoracometry,,[医] 胸廓测量法
thoracomyodynia,,[医] 胸肌痛
thoracopagous,,[医] 胸部联胎的
thoracopagus,,n. [医]胸部联胎
thoracoparacephalus,,[医] 头不全胸部寄生胎
thoracoparacephalus pseudoacormus,,[医] 无躯干头不全胸部寄生胎
thoracoparasitus,,[医] 胸部寄生胎
thoracopathy,,[医] 胸部疾病
thoracoplastia,,[医] 胸廓成形术
thoracoplasty,"n. A remodeling or reshaping of the thorax; especially,\n   the operation of removing the ribs, so as to obliterate the pleural\n   cavity in cases of empyema.",n. [医]胸廓成形术
thoracopneumograph,,[医] 胸肺描记器
thoracopneumoplasty,,[医] 胸肺成形术
thoracoschisis,,胸裂(畸形)
thoracoscope,,胸腔镜
thoracoscopy,,胸腔镜检查
thoracostenosis,,[医] 胸廓狭窄
thoracostomy,,n. [医]胸廓造口术
thoracotome,,[医] 开胸刀
thoracotomies,,n. 胸廓切开术( thoracotomy的名词复数 )
thoracotomy,n. surgical incision into the chest walls opening up the pleural cavity,[医] 胸廓切开术
thoradelphus,,[医] 脐上胸联胎
Thoraeus filter,,"[医] 托劳斯氏滤器(由锡、铜、铝组成,X线治疗用)"
thorax,n. the middle region of the body of an arthropod between the head and the abdomen\nn. the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates\nn. part of an insect's body that bears the wings and legs,"n. 胸, 胸廓, 胸腔\n[医] 胸, 胸廓"
thoraxes,n the middle region of the body of an arthropod between the head and the abdomen\nn the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates\nn part of an insect's body that bears the wings and legs,"胸, 胸廓, 胸腔, 胸膛, 胸部"
thorazine,n a drug (trade name Thorazine) derived from phenothiazine that has antipsychotic effects and is used as a sedative and tranquilizer,"[医] 盐酸氯普马嗪, 盐酸氯丙嗪"
thorbecke,, [人名] 托尔贝克
Thorburn,,n. (Thorburn)人名；(英)索伯恩；(德、瑞典)托尔布恩
thore,, [人名] 托雷
Thoreau,n. United States writer and social critic (1817-1862),n. 梭罗
thoreaulite,,钽钖矿; 钽钖矿
thoreauvian,a relating to or like or in the manner of Henry David Thoreau,a. （美国作家）梭罗的；梭罗作品的\nn. 梭罗的理想（或实践）的追随者
thorek,, [人名] 托雷克
Thorel's bundle,,[医] 托雷耳氏束(心脏内的纤维束)
thoresen,, [人名] 托雷森
THOREX process,,[化] 梭勒克斯流程
thorez,, 人名；(法)多列士
thoria,"n. A rare white earthy substance, consisting of the oxide of\n   thorium; -- formerly called also thorina.",n. [化]氧化钍
thoria dispersed nickel,,[化] TD镍(一种耐热复合材料)
thoriagram,,[医] 钍照片
thorianite,,n. [矿]方钍石
thoriate,v impregnate with thorium oxide to increase thermionic emission,"镀钍, 涂钍"
thoriated,v impregnate with thorium oxide to increase thermionic emission\na being or sounding of nervous or suppressed laughter, 涂钍的
thoriated cathode,,[电] 涂钍阴极
thoriated emitter,,[电] 涂钍钨丝极
thoriated filament,,[电] 涂钍灯丝
thoriated tungsten filament,,[电] 涂钍钨丝极
thoric,a. Of or pertaining to thorium; designating the compounds of\n   thorium.,[化]钍的
Thorictidae,,黄胸客科
thoride,,钍化物
thorides,,[化] 钍系元素
thorin,,"[化] 钍试剂; 2-(2-羟基-3,6-二磺酸-1-萘偶氮)苯胂酸"
thorington,, [人名] 索林顿
thorite,n. a radioactive mineral consisting of thorium silicate; it is a source of thorium that is found in coarse granite,n. 钍石\n[化] 硅酸钍矿
thorium,n. a soft silvery-white tetravalent radioactive metallic element; isotope 232 is used as a power source in nuclear reactors; occurs in thorite and in monazite sands,n. 钍\n[化] 钍Th
thorium anhydride,,[化] 氧化钍
thorium carbide,,[机] 碳化钍
thorium chloride,,[化] 氯化钍
thorium decay series,,[化] 钍衰变系
thorium deuteride,,[化] 氘化钍
thorium dioxide,,[机] 二氧化钍
thorium emanation,,[医] 钍射气
thorium fluoride,,[机] 氟化钍
thorium hydroxide,,[化] 氢氧化钍
thorium nitrate,,[化] 硝酸钍
thorium nitride,,[化] 氮化钍; 四氮化三钍
thorium oxalate,,[机] 草酸钍
thorium oxide,,[化] 氧化钍
thorium sulfate,,[机] 硫酸钍
thorium tetrachloride,,[机] 氯化钍
thorley,," [人名] [北方英格兰人姓氏] 索利住所名称，来源于古英语，含义是“棘丛+树林，开垦地”(thorn bush+wood,clearing)"
Thormahlen's test,,[医] 托尔梅伦氏试验(检尿内黑素)
Thorman tray,,[化] 推液式条形泡罩塔板
Thormuhlen's test,,[医] 托尔梅伦氏试验(检尿内黑素)
thorn,n. a Germanic character of runic origin,"n. 刺, 棘, 荆棘"
thorn apple,,[医] 曼陀罗
Thorn test,,[医] 索恩氏试验(检肾上腺皮质机能)
Thorn's ananeuver,,[医] 托尔恩氏手法(内屈胎头手法)
Thorn's maneuver,,[医] 托尔恩氏[内屈胎头]手法
Thorn's syndrome,,[医] 索恩氏综合征
thorn-apple crystals,,[医] 尿酸铵结晶
thorn-apple poisoning,,[医] 曼陀罗中毒
thorn-poppy,,[医] 蓟罂粟
thorn-tipped,,[网络] 刺尖
thornback,n. A European skate (Raia clavata) having thornlike spines\n   on its back.\nn. The large European spider crab or king crab (Maia\n   squinado).,n. 刺鱼
thornber,," [人名] [英格兰人姓氏] 索恩伯住所名称，来源于古英语，含义是“棘丛+山，或堡垒”(thorn bush+hill,or fort)"
thornberry,, [人名] [英格兰人姓氏] 索恩伯里 Thornber的变体
thornbill,n any of various South American hummingbirds with a sharp pointed bill,n. [鸟](南美)刺嘴蜂鸟
thornbird,n. A small South American bird (Anumbius anumbii) allied to\n   the ovenbirds of the genus Furnarius). It builds a very large and\n   complex nest of twigs and thorns in a bush or tree., 棕额棘雀
thornburg,, [人名] 索恩伯格; [地名] [美国] 桑堡
thornburgh,, [人名] 索恩伯勒
Thornbury,,n. (Thornbury)人名；(英)索恩伯里
thornbush,,"n. [植]多刺疏林,多刺高灌丛,山楂林"
thornbushes,plural of thornbush,"(thornbush 的复数) n.[植]多刺疏林,多刺高灌丛,山楂林"
thorndale,, [地名] [美国] 桑代尔
Thorndike,n. English actress (1882-1976)\nn. United States educational psychologist (1874-1949),桑代克(姓氏)
thorndyke,, [人名] [英格兰人姓氏] 桑代克 Thorndike的变体
Thorne,,索恩（英格兰姓氏）
thorned,past tense of thorn\nn. a Germanic character of runic origin,"(thorn 的过去时) n. 刺, 棘, 荆棘"
thornell,, [人名] 索尼尔
thornes,, [人名] 索恩斯
Thorney,,索尼（人名）
thorneycroft,, [人名] 桑尼克罗夫特
thornheaded worm,,[医] 棘头虫
Thornhill,,n. (Thornhill)人名；(英)桑希尔
thornier,s. bristling with perplexities\ns. having or covered with protective barbs or quills or spines or thorns or setae etc.,a. 多刺的( thorny的比较级 ); 有刺的; 棘手的; 多障碍的
thorniest,s. bristling with perplexities\ns. having or covered with protective barbs or quills or spines or thorns or setae etc.,a. 多刺的( thorny的最高级 ); 有刺的; 棘手的; 多障碍的
thorniness,n. the quality of being covered with prickly thorns or spines\nn. a rough and bitter manner, 多刺
thorning,-ing form of thorn\nn. a Germanic character of runic origin,"(thorn 的现在分词) n. 刺, 棘, 荆棘"
thornless,s. lacking thorns,a. 无刺的
thornlet,,小刺
thornley,, [人名] [北方英格兰人姓氏] 索恩利 Thorley的变体; [地名] [英国] 桑利
thornleys,plural of thornley,(thornley 的复数)  [人名] [北方英格兰人姓氏] 索恩利 Thorley的变体; [地名] [英国] 桑利
thornlike,,a. 像刺一样的
thorns,n something that causes irritation and annoyance\nn a small sharp-pointed tip resembling a spike on a stem or leaf\nn a Germanic character of runic origin,"n. 荆棘；刺, 刺尖（thorn的复数形式）"
thorntail,"n. A beautiful South American humming bird (Gouldia\n   Popelairii), having the six outer tail feathers long, slender, and\n   pointed. The head is ornamented with a long, pointed crest.",n. [鸟](南美)刺尾蜂鸟
thornthwaite,, 桑思韦特气候分类
thornton,n. American architect (1759-1828),n. 桑顿（姓氏）
Thornton Wilder,,魏尔德
Thornton's sign,,[医] 桑顿氏征(见于肾石)
thorntree,,"n. [植]棘刺树,山楂树,(南非)有刺相思树"
thornveld,,n. <南非>金合欢丛生的草原
thornville,, [人名] 桑维尔; [地名] [美国、南非共和国] 桑维尔
Thornwaldt's bursitis,,[医] 托伦瓦耳特氏粘液囊炎(咽部粘液囊炎)
Thornwaldt's disease,,[医] 粘液囊炎
Thornwaldt's disesse,,[医] 托伦瓦耳特氏病(咽部粘液囊炎)
thornwell,, [人名] 桑韦尔
thornwood,, [地名] [美国] 桑伍德
thorny,s. bristling with perplexities,"a. 多刺的, 令人苦恼的"
thorny amaranth,,[网络] 刺苋
thorny skate,,[网络] 棘手的滑冰
thoro,a. Thorough.,"a. 完全的, 彻底的"
thorocene,,双环辛四烯合钍
thorofare,, 联潮道; 进潮道
thorogood,, [人名] [英格兰人姓氏] 索罗古德来源于北方中世纪英语教名，含义是“雷神”(Thor)+种族名Gautr
thorogummite,,脂铅钍铀矿
thoroide,,钍化物
thorold,," [男子名] [英格兰人姓氏] 索罗尔德来源于中世纪英语教名, 含义是“雷神+统治”(Thor+rule); [地名] [加拿大] 索罗尔德"
thorolds,plural of thorold,"(thorold 的复数)  [男子名] [英格兰人姓氏] 索罗尔德来源于中世纪英语教名, 含义是“雷神+统治”(Thor+rule); [地名] [加拿大] 索罗尔德"
thoron,,n. 钍射气\n[化] 钍射气(Tn)
thorotrase,,胶质二氧化钍
thorotrast,,[医] 胶质二氧化钍(一种含二氧化钍的造影剂)
thorotungstite,,"钍钨矿, 钨钍矿"
thorough,s. painstakingly careful and accurate,"a. 十分的, 彻底的"
thorough bass,,na. 【乐】通奏低音(记谱法)；和声法；和声学\n[网络] 数位低音；数字低音
thorough feed method,,"[机] 直通进给轮磨法, 直通进给法"
thorough scoundrel,,"[法] 大流氓, 彻头彻尾的坏蛋"
thorough-paced,,"a. 彻底的, 完全的"
thoroughbass,,"n. 【音乐】；通奏低音,数字低音(=figured bass)"
thoroughbrace,,"拉条皮带, 起弹簧作用的皮带"
thoroughbred,n. a well-bred person\nn. a racehorse belonging to a breed that originated from a cross between Arabian stallions and English mares\nn. a pedigreed animal of unmixed lineage; used especially of horses,"a. 受过严格训练的, 良种的\nn. 受过严格训练的人, 良种动物"
thoroughbred race,,[网络] 纯种赛
thoroughbred racing,,[网络] 鞍马赛
thoroughbreds,n. a well-bred person\nn. a racehorse belonging to a breed that originated from a cross between Arabian stallions and English mares\nn. a pedigreed animal of unmixed lineage; used especially of horses,n. 纯种的动物（尤指马）( thoroughbred的复数形式 ); （大写）撒拉布列特马（英国纯血马）; 受过严格训练的人; 有良好教养的人
thoroughfare,n. a public road from one place to another,"n. 通路, 大道"
thoroughfare channel,,[医] 末端小动静脉间通路
thoroughfares,n. a public road from one place to another,"n. 大道, 大街( thoroughfare的复数形式 ); 通行"
thoroughgoing,s performed comprehensively and completely\ns without qualification; used informally as (often pejorative) intensifiers,"a. 受过完善训练的, 彻底的"
thoroughgoingly,,adv. thoroughgoing的变形
thoroughly,r. in an exhaustive manner\nr. completely and absolutely (`good' is sometimes used informally for `thoroughly'),"adv. 彻底地, 绝对地, 透彻地, 详尽地, 周到地, 完全地, 完善地, 全面地"
thoroughness,n. conscientiousness in performing all aspects of a task,"n. 十分, 完全；彻底"
thoroughpaced,"a. Perfect in what is undertaken; complete; going all\n   lengths; as, a thoroughplaced Tory or Whig.","a. 彻底的, 十足的"
thoroughpin,"n. A disease of the hock (sometimes of the knee) of a\n   horse, caused by inflammation of the synovial membrane and a consequent\n   excessive secretion of the synovial fluid; -- probably so called\n   because there is usually an oval swelling on each side of the leg,\n   appearing somewhat as if a pin had been thrust through.",n. [兽医](马的)滑膜鞘(肌腱)肿胀
thoroughwax,n. An umbelliferous plant (Bupleurum rotundifolium) with\n   perfoliate leaves.\nn. Thoroughwort.,n. [植]圆叶柴胡
thoroughwort,n perennial herb of southeastern United States having white-rayed flower heads; formerly used as in folk medicine,n. [植]贯叶泽兰
thorowgood,, [人名] [英格兰人姓氏] 索罗古德 Thorogood的变体
thoroxyl,,甲酸钍
Thorp,n. Alt. of Thorpe,"n. 村庄, 小乡镇"
thorpe,n. outstanding United States athlete (1888-1953),n. 村庄；小乡镇（等于thorp）
thorpe reaction,,[机] 索普反应
Thorps,plural of Thorp\nn. Alt. of Thorpe,"(Thorp 的复数) n.村庄, 小乡镇"
thorsen,, [人名] 索尔森
Thorshavn,n the administrative center of the Faroe Islands,托尔斯豪恩
Thorson,,n. (Thorson)人名；(英)索尔森；(挪)托松；(瑞典)托尔松
thorstein,, [人名] 索尔斯坦
Thorstein Bunde Veblen,,[网络] 凡勃伦；该著作对维布伦；托尔斯坦·凡勃伦
Thorstein Veblen,,[网络] 范伯伦；维布伦；韦伯伦
thorsten,, [人名] 索斯藤
thorter ill,,[医] 蹒跚病(家畜晕倒病)
thorton,, [人名] 索顿
thortveitite,n a mineral consisting of scandium yttrium silicate; a source of scandium,钪钇石
thoruraninite,,钍铀矿
thorutite,,钍钛矿
Thorvaldsen,,n. (Thorvaldsen)人名；(挪、丹)托瓦尔森
thos,n a branch of the Tai languages,"abbr. 清华嵌入式操作系统；托马斯（人名, Thomas）"
those,pron. The plural of that. See That.,pron. 那些
Those are books,,那些是书
Those are mine,,那些是我的
those present,,在场的人
Thot,,n. (Thot)人名；(越)卒
thotacopagus,,[医] 胸部联胎
thotacopagus epigastricus,,[医] 上腹部寄生胎
thotacopagus parasiticus,,[医] 胸部寄生胎
thotacopagus tribrachius,,[医] 三臂胸部联胎
thotacopagus tripus,,[医] 三腿胸部联胎
Thotcrates,A thot that philosophizes about their sexual promiscuity. New nickname given to Karrine Steffans by a witty YouTube commenter.\n> Karrine Steffans aka Superhead aka Thotcrates\n,
Thoth,n Egyptian Moon deity with the head of an ibis; god of wisdom and learning and the arts; scribe of the gods,n. 透特(埃及神话中的月神)
thou,n the cardinal number that is the product of 10 and 100,"pron. 汝, 你, 尔"
though,r. (postpositive) however,"adv. 然而, 可是\nconj. 虽然, 纵然"
thought,n. the organized beliefs of a period or group or individual,"n. 想法, 思想, 思维, 关心, 挂念\nthink的过去式和过去分词"
thought experiment,, 思想实验
thought police,, 思想警察（被认为试图控制他人思想、禁止独立观点的集体）
thought process,, 思维过程
thought transference,,"思想传递\n[医] 思想交通, 思想感应"
thought-content,,思想内容
thought-contents,plural of thought-content,(thought-content 的复数) 思想内容
thought-experiment,,思维实验；思考实验
thought-experiments,plural of thought-experiment,(thought-experiment 的复数) 思维实验；思考实验
thought-image,,[网络] 思维形象
thought-out,,a. 慎重考虑后产生的
thought-process,,思维过程
thought-processes,plural of thought-process,(thought-process 的复数) 思维过程
thought-provoking,s stimulating interest or thought,a. 发人深省的
thought-read,,vt. 用测心术看破
thought-reader,,n. 善于揣摩别人心思的人
thought-reading,,"n. 读心术, 解人心事"
thought-stopping,, 思维停顿
thought-transference,,"[医] 思想交通, 思想感应, 传心"
thought-wave,,n. 【心理学】传心波
thought-waves,plural of thought-wave,(thought-wave 的复数) n. 【心理学】传心波
thought-world,,n. (某一时间、地点或民族等对于世界的观念、信仰等混合而成的)思想世界
thoughtcrime,,n. 思想罪[指即使无行为事实因未能绝对忠于统治政权所构成的犯罪]
thoughtful,s. having intellectual depth\na. exhibiting or characterized by careful thought\ns. acting with or showing thought and good sense\ns. considerate of the feelings or well-being of others,"a. 深思的, 体贴的"
thoughtful type,,[医] 思考型
thoughtfully,r. in a thoughtful manner\nr. showing consideration and thoughtfulness,"adv. 沉思地；体贴地, 亲切地"
thoughtfulness,n. the trait of thinking carefully before acting,n. 体贴；思虑
thoughtless,"a. showing lack of careful thought\ns. without care or thought for others; `Let them eat cake'""","a. 欠考虑的, 无深虑的, 轻率的"
thoughtlessly,r. in a thoughtless manner\nr. showing thoughtlessness,"adv. 草率地, 不体贴地; 混; 等闲"
thoughtlessness,n the quality of failing to be considerate of others\nn the trait of not thinking carefully before acting,"[法] 疏忽, 不注意"
thoughts,n the content of cognition; the main thing you are thinking about\nn the process of using your mind to consider something carefully\nn the organized beliefs of a period or group or individual\nn a personal belief or judgment that is not founded on proof or certainty,n. 思想；思维；想法（thought的复数）
thoughtway,,n. 思想方法
thouless,, [人名] 索利斯
thousand,"n. the cardinal number that is the product of 10 and 100\ns. denoting a quantity consisting of 1,000 items or units","num. 千\na. 成千的, 许多的\nn. 许许多多"
Thousand and One Nights,,[网络] 一千零一夜；天方夜谭；一个天方夜谭
Thousand Island dressing,,n. 【食】千岛酱\n[网络] 千岛汁；千岛沙律酱；千岛加味
Thousand Islands,,千岛群岛（北美洲的一个群岛）
Thousand Oaks,,千橡市（美国加利福尼亚州南部城市）
thousand times,,[网络] 姣好
thousand-fold,r. by three orders of magnitude,"adv. 千倍, 千重\na. 千倍, 千重"
thousand-legger,, 千足虫
thousandfold,a. Multiplied by a thousand.,"a. 千倍的\nadv. 千倍地, 成千倍"
thousands,n the cardinal number that is the product of 10 and 100,n. 数千（thousand的复数）
thousands of,,"成千上万,数千,许许多多"
thousands of times,,"几千遍, 千遍万遍, 无数次, 千万倍"
thousands upon thousands,,成千上万
thousands upon thousands of,,"成千上万,许许多多"
thousandth,"n. position 1,000 in a countable series of things\ns. the ordinal number of one thousand in counting order","a. 第一千的, 千分之一的"
thousandth-normal soiutions,,[医] 千分之一当量溶液(0.001N溶液)
thousandths,"n position 1,000 in a countable series of things\nn one part in a thousand equal parts",n. 第一千( thousandth的名词复数 )
thowless,,"a. <苏格兰>没精打采的,呆滞的,无生气的"
thozalinone,,[化] 托扎啉酮; 胺苯┭唑酮
thp,,abbr. thrust horsepower 推进马力，牵引马力; track history printout 追踪历史打印输出记录
Thpc,,[建] 氯化四(羟甲基)磷
thq,,abbr. Theatre Headquarters <美>战区司令部
Thr,,[化] 苏氨酸
Thrace,n. an ancient country and wine producing region in the east of the Balkan Peninsula to the north of the Aegean Sea; colonized by ancient Greeks; later a Roman province; now divided between Bulgaria and Greece and Turkey,n. 色雷斯(巴尔干古国)
Thracian,n. an inhabitant of ancient Thrace\nn. a Thraco-Phrygian language spoken by the ancient people of Thrace but extinct by the early Middle Ages\na. of or relating to Thrace or its people or culture,n. 色雷斯人(语)\na. 色雷斯的
Thracians,plural of Thracian\nn. an inhabitant of ancient Thrace\nn. a Thraco-Phrygian language spoken by the ancient people of Thrace but extinct by the early Middle Ages\na. of or relating to Thrace or its people or culture,(Thracian 的复数) n.色雷斯人(语)\na. 色雷斯的
thraclene,,(=6-methyl hepten-5-yl-acetate)乙酸-6-甲基庚烯-5-酯
thrailkill,, [人名] 思雷基尔
thraldom,n the state of being under the control of another person,"n. 奴隶的身分/地位, 奴役, 束缚\n[法] 奴隶身份或地位, 奴役"
thrall,n. someone held in bondage,"n. 奴隶, 束缚, 奴役"
thralldom,n the state of being under the control of another person,"n. 奴役, 束缚"
thralls,,n. <文>奴隶( thrall的名词复数 ); 奴役; 奴隶制; 奴隶般受支配的人
thrang,,"n. , v.& adj.<苏格兰> = throng"
thrapic acid,,[化] 十七碳四烯酸
thrapple,n. Windpipe; throttle.,"n. <苏格兰>(尤指马的)咽喉, 气管"
thrash,n. a swimming kick used while treading water\nv. give a thrashing to; beat hard\nv. beat so fast that (the heart's) output starts dropping until (it) does not manage to pump out blood at all\nv. move data into and out of core rather than performing useful computation,"vt. 打, 使逆行, 胜过, 推敲, 鞭打\nvi. 打谷, 痛打, 剧烈扭动, 逆行\nn. 打谷, (划水)鞭状动作"
thrash about,,剧烈移动
thrash out,,研究解决
thrash sth out,,"研讨解决, 研讨决定, 通过讨论获得"
thrashed,imp. & p. p. of Thresh,"v. 鞭打以示惩罚( thrash的过去式和过去分词 ); 战胜, 完全击败; 乱窜[跳], 辗转反侧; 打谷, 打麦"
thrasher,n. thrush-like American songbird able to mimic other birdsongs,"n. 打谷机, 脱粒机"
thrashers,plural of thrasher\nn. thrush-like American songbird able to mimic other birdsongs,"(thrasher 的复数) n. 打谷机, 脱粒机"
thrashes,n a swimming kick used while treading water\nv give a thrashing to; beat hard\nv move or stir about violently\nv dance the slam dance\nv beat so fast that (the heart's) output starts dropping until (it) does not manage to pump out blood at all\nv move data into and out of core rather than performing useful computation\nv beat the seeds out of a grain\nv beat thoroughly and conclusively in a competition or fight,"v. 鞭打以示惩罚( thrash的第三人称单数 ); 战胜, 完全击败; 乱窜[跳], 辗转反侧; 打谷, 打麦"
thrashing,n. a sound defeat,"n. 鞭打, 打谷\n[计] 系统颠簸, 抖动"
thrashings,plural of thrashing\nn. a sound defeat,"(thrashing 的复数) n. 鞭打, 打谷\n[计] 系统颠簸, 抖动"
thrasonical,"a. Of or pertaining to Thraso; like, or becoming to,\n   Thraso; bragging; boastful; vainglorious.","a. 自夸的, 夸口的, 吹牛的"
thrasonically,,adv. thrasonical的变形
Thrasybulus,,n. 特扰叙布洛斯（古雅典爱国者、将军）
Thraupidae,,[网络] 裸鼻雀科；唐纳雀科
thraustomycin,,脆霉素
