word,definition,translation
quebrachamine,,[化] 白坚木胺; 白雀木皮胺\n[医] 白坚木胺
quebrachine,,"[医] 白坚木硷, 育亨宾硷"
quebrachine hydrochloride,,[医] 盐酸白坚木硷
quebrachite,,白雀醇
quebrachitol,,[医] 白坚木醇
quebracho,"n. A Chilian apocynaceous tree (Aspidosperma Quebracho);\n   also, its bark, which is used as a febrifuge, and for dyspn/a of the\n   lung, or bronchial diseases; -- called also white quebracho, to\n   distinguish it from the red quebracho, a Mexican anacardiaceous tree\n   (Loxopterygium Lorentzii) whose bark is said to have similar\n   properties.","n. 白坚木树, 红破斧木树\n[医] 白坚木皮"
quebracho bark,,[医] 白坚木皮
quebracho blanco,,[医] 白坚木皮
quebracho colorado,,[化] 红坚木\n[医] 红坚木
quebracho tannin,,[医] 红坚木鞣质
quebracho wine,,[医] 白坚木皮酒
quebrachomine,,白雀碱
quebrada,,"n. 山谷小溪, 山涧"
quebradas,, [地名] [哥斯达黎加、洪都拉斯、危地马拉] 克夫拉达斯
quechan,, 奎查恩人
Quechua,n. a member of a South American Indian people in Peru who were formerly the ruling class of the Inca empire\nn. a community of South American Indians in Peru who were formerly the ruling class of the Incan Empire\nn. the language of the Quechua which was spoken by the Incas,n. 盖丘亚族（南美印第安人的一大分支）盖丘亚族人[语]
Quechuan,n the language of the Quechua which was spoken by the Incas\na of or relating to the Quechua or their language,a. 盖丘亚人[语]的
Quechuan language,,[网络] 盖川语
Quechumaran,,n. (印第安语群的)盖丘马兰语组
queck,"v. i. A word occurring in a corrupt passage of Bacon's Essays,\n   and probably meaning, to stir, to move.",n. (Queck)人名；(德)奎克
Queckenstedt's phenomenon,,"[医] 奎肯斯提特氏现象(征,试验)(颈静脉征)"
Queckenstedt's sign,,[医] 奎肯斯提特氏征(颈静脉征)
Queckenstedt's test,,[网络] 奎肯斯提特氏试验；试验；动力试验
qued,," [计]= QUick EDitor,快速编辑程序"
quedlinburg,, [地名] [德国] 奎德林堡
Queef,an expulsion of wind from the vulva during coitus; a vaginal fart.\n> Rumor has it that Thea can queef the alphabet.\n,
Queef Cordon Bleu,"During WWII French women would stuff their vaginas with cheese and queef to avoid being raped by Nazi soldiers during village invasions. So offensive was the smell of these queefs that the Nazi’s would avoid these villages entirely; often returning to base in need of medical treatment similar to that required by victims of napalm. Due to the scarceness of food during those times the cheese could not be wasted. In the absence of a chicken the most popular way to enjoy Queef Cordon Bleu was for the whole family to gather around Mum’s vagina with their bread sticks. Every one would enjoy dipping their bread in the cheese and Mum would get a little extra kick for her hard work.\n> I’m sorry I can’t play with you after school today Peire, but mother has been baking a batch of Queef Cordon Bleu for her last 3 menstrual cycles. I must get home in time for the evening meal.\n",
queef greased,"The materials spewed out (at Light Speed) as a result of a vaginal fart. Although, never subject to a thorough analysis, this material could be quite unpleasant, possibly toxic and aesthetically repugnant (or not). It often renders the [spewee] confused, shocked, sexually ambivalent or somewhat entertained! \n> I just couldn't believe it! She was relaxed, feet up to the ceiling when suddenly, she [queef greased] my pompadour! That's a shiny pompadour dude.\n",
Queef Nugget,"A vaginal projectile, propelled by the force of a particularly powerful queef.  Usually a crusted remnant of a womans most recent ovulation, or perhaps the hardened remains of a particularly impressive ejaculation.  Most commonly produced by only the skankiest of women with the most questionable of hygenic habits.  Sometimes used as a colorful insult.\n> As if the sound of the queef wasn't enough, i felt something bounce off my left nut and I swear to ever loving christ it was a queef nugget!\n> Get off my mom you fucking queef nugget!\n",
queefing,"When too much air builds up during insertion from the penis. When the penis is removed it results in the excretion of air buildup and is released without female control. ""Farting""\n> As Jake was removing his massive dick from her wet pussy, she queefed.\n",
queek,A queek is a person who is queer who is also simultaneously a geek.\n> So the other day I was at Starbuck's and this queek was majorly checking me out...\n,
queen,n. the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs\nn. a female sovereign ruler\nn. the wife or widow of a king\nn. something personified as a woman who is considered the best or most important of her kind,"n. 王后, 女王\nvt. 立为女王\nvi. 做女王"
Queen Alexandra,,[网络] 雅丽珊皇后；亚历山德拉皇后；亚历珊卓皇后
Queen Anne,,安妮女皇
Queen Anne is dead,,早知道了
Queen Anne's lace,,[网络] 野胡萝卜；野胡萝葡；野胡萝卜花
queen ant,,蚁王
queen bee,,"蜂王, 领导社交活动的妇女"
Queen Charlotte Sound,,[网络] 夏洛特皇后峡湾；夏洛特皇后湾；皇后夏洛特湾
Queen City,,[网络] 皇后之城；皇后城；女王城
queen consort,,[法] 王后
queen dowager,,皇太后(已故国王之妻)
Queen Elizabeth,,伊丽莎白女王
Queen Elizabeth II,,n. 伊丽莎白二世
queen in council,,[法] 枢密院会议
Queen Isabella,,[网络] 伊莎贝拉皇后；伊莎贝拉女王；伊莎贝拉女皇
queen it over,,"以女王自居,称王称霸,在女性中逞强"
Queen Mary,,玛丽女王（历史上的英国女王）；玛丽皇后号（油轮名）
queen mary's cushion,,[法] 假妊娠
Queen Maud Land,,[网络] 毛德皇后地；南极洲玛丽皇后地；德后地
queen mole rat,,[网络] 皇后鼹鼠
queen mother,,皇太后(当今国王的母亲)
Queen of England,,[网络] 英国女王；英国皇后；英国女皇
Queen of grace,,圣母玛利亚
Queen of heaven,,天后
Queen of love,,维纳斯
Queen of May,,五朔节女王
Queen of night,,月神
Queen of Spades,"The playing cards symbol usually with a 'Q' above or inside. It connotes white women with a sexual preference for black men. It can be seen on tee shirts or even as a tatoo. Also a way for a white woman to let potential black lovers know she is available.\n> ""Did you see her queen of spades?"" You know what SHE""S into!""\n",
queen of the May,,na. 五月女王
queen of the meadow,,"[医] 佩兰, 泽兰"
queen of the night,, [医]大输柱
queen post,,[机] 内柱屋架
queen regent,,[法] 摄政女王
queen regnant,,"[法] 女王, 女皇"
queen substance,,[化] 蜂后物质; 蜂王浆信息素
queen triggerfish,,[网络] 妪鳞鲀；女王鲀；王后鳞
Queen Victoria,,维多利亚女王
queen's bench,,"[法] 后座法庭, 后座法院"
queen's bench division,,[法] 高等法院后座法庭所属分庭
queen's case,,[法] 英国旧例
queen's counsel,,"n. (女王的)王室法律顾问, 御用大律师\n[法] 皇家律师, 王室法律顾问"
Queen's crape myrtle,,[网络] 大花紫薇；千屈菜科
queen's cup,,[网络] 皇后杯；女皇杯；女王的杯子
queen's dilight,,"[医] 草乌桕根, 皇后根"
Queen's English,,[网络] 标准英语；女王英语；女皇英语
queen's evidence,,[法] 政府的证人
Queen's nurse,,[医] 地段护士(英国)
queen's proctor,,[法] 政府代表官
queen's remembrancer,,"[法] 政府债务征收官, 高等法院的官员"
queen's root,,[医] 草乌臼[根]
queen's speech,,[法] 女王内政外交说明
queen's university,,[网络] 女王大学
queen-size,s. (used especially of beds) not as large as king-size,a. 大号的
queen-sized,s (used especially of beds) not as large as king-size,a. [美国英语]；大号的(仅次于特大号)
queena,,n. 昆娜（女子名）
Queenborough mayor,,[网络] 皇后堡市长
queendom,"n. The dominion, condition, or character of a queen.","n. 女王统治的王国, 女王的地位, 女王的身分, 王后的地位, 王后的身分"
queened,imp. & p. p. of Queen,vt. 立…为王后（queen的过去式与过去分词形式）
queenes,"v. promote to a queen, as of a pawn in chess\nv. become a queen",vt. 立…为王后（queen的第三人称单数形式）
queenfish,"n. A California sciaenoid food fish (Seriphys politus). The\n   back is bluish, and the sides and belly bright silvery. Called also\n   kingfish.", [医]皇后石首鱼
queenhood,"n. The state, personality, or character of a queen;\n   queenliness.","n. 女王身分, 女王地位"
Queenie,,n. 奎尼(f.)
queening,"v promote to a queen, as of a pawn in chess\nv become a queen",n. 苹果之一种
queenless,,"a. 无女王的, 无王后的"
queenlet,,"n. 懦弱无用的王后, 不足道的女王"
queenlike,s having the rank of or resembling or befitting a queen,"a. 像女王的, 女王般的, 仪态万方的"
queenliness,n. The quality of being queenly; the; characteristic of a\n   queen; stateliness; eminence among women in attractions or power.,"n. 像女王, 适合当女王"
queenly,s. having the rank of or resembling or befitting a queen,a. 女王的
queenright,,a. [昆](尤指蜂等昆虫群体)具王的
queens,n. a borough of New York City,n. 皇后区；女王（queen的复数形式）
Queens of the Stone Age,"The best fucking rock band ever.\n> They came, they rocked, they conquered.\n",
queensberry,,昆斯伯里(姓氏)
queensberry rules,,n. 拳击规则
queensboro,,abbr. Queensborough 昆斯伯勒
Queensboro Bridge,,[网络] 皇后区大桥；皇后大桥；纽约市皇后区大桥
queensbridge,"a 96 building project (not 6 building), forming a 6 block radius from its center in 41st avenue in between 21st street and vernon blvd in Queens NY. Currently the largest public housing complex in North America.\n> Im from Queensbridge, and I am still alive\n",
Queensbury,,昆斯伯里（英国地名）
queenscliff,, [地名] [澳大利亚] 昆斯克利夫
queenship,"n. The state, rank, or dignity of a queen.","n. 女王的地位, 女王的身分, 王后的地位, 王后的身分"
queenside,,"[棋]n.后翼(指国际象棋对局开始时""后""以左四直行组成的半边棋盘)"
queenskank,"A higher ranking skank. Term used affectionately amongst the gay society to identify a leading skank.\n> Upon arriving at the gay gala the individual was greeted by the comment of "" Oh, look! The queenskank is here.""\n",
Queensland,n. a state in northeastern Australia,[经] 昆士兰
Queensland bottletree,,[网络] 昆士兰瓶装
Queensland grass-cloth plant,,[网络] 昆士兰麻类作物
Queensland hemp,,[网络] 昆士兰大麻；仙达溞属；昆士兰年夜麻
queensland kauri,,[网络] 昆士兰贝壳杉
Queensland lungfish,,[网络] 昆士兰肺鱼；澳洲肺鱼
Queensland nut,,un. 昆士兰坚果\n[网络] 昆土兰坚果；澳洲胡桃；昆士兰龙眼属
Queenslander,,昆士兰(美国)
queenston,, 昆士顿
queenstown,,"n. 昆士城（地名, 新加坡的一个镇）"
queensware,,n. [总称]女王陶( 英国的一种奶油色精致陶器)
Queensway,,金钟道
queer,"v. put in a dangerous, disadvantageous, or difficult position","n. 怪人, 同性恋者\na. 奇怪的, 不舒服的, 可疑的\nvt. 搞糟"
Queer as Folk,,同志亦凡人（电视剧名）
Queer Bait,1. Any male who attracts a considerable amount of gay lust wittingly or unwittingly.\r\n\r\n2. The new boy on the cell block.\r\n\r\n3. An unsuspecting alterboy.\n\n> The big sale at Abercrombie & Fitch left him looking like friggin' queer bait.\n,
queer baiting,"When a politician, pundit, or other public figure brings up the completely irrelevant detail about a person's sexuality, true or untrue, as a way of subtly channeling homophobia to attack them.\r\n\r\nCompare [race baiting]\n> ""Oh yeah? Well, Tom Smith, the gay man who supported the new bill has no idea what he is talking about.""\n> ""You're queer baiting""\n",
queer bird,, 古怪的家伙
queer duck,, 性情古怪的家伙
queer guy,,怪人
queer in the head,,疯疯癫癫的
Queer Nation,,[网络] 魁北克国家
queer sb's pitch,,"破坏某人成功的机会, 打乱某人计划"
queer sb.'s pitch,,打乱某人的计划
Queer Street,,困境
queer the pitch for sb,,"破坏某人成功的机会, 打乱某人计划"
queer theory,,酷儿理论（指文化中所有非常态的表达方式）
queer-bash,"Queerbash is the name of a huge party in Limerick City. Started by Paddy McHugh to bring the Straight and Queer community together, it has been running since 2004\n> ""O.M.G. You guys, Queerbash was awesome this year.""\n",
queercore,,n. 同性恋核
queered,"past participle of queer\nv. put in a dangerous, disadvantageous, or difficult position","(queer 的过去分词) n. 怪人, 同性恋者\na. 奇怪的, 不舒服的, 可疑的\nvt. 搞糟"
queerer,s. beyond or deviating from the usual or expected\ns. homosexual or arousing homosexual desires,a. 可疑的( queer的比较级 ); （身子）不舒服的; 古怪的; 娘儿们似的
queerest,s. beyond or deviating from the usual or expected\ns. homosexual or arousing homosexual desires,a. 可疑的( queer的最高级 ); （身子）不舒服的; 古怪的; 娘儿们似的
queering,"-ing form of queer\nv. put in a dangerous, disadvantageous, or difficult position","(queer 的现在分词) n. 怪人, 同性恋者\na. 奇怪的, 不舒服的, 可疑的\nvt. 搞糟"
queerish,a. Rather queer; somewhat singular.,"a. 有点古怪的, 有些可疑的, 有些不舒服的"
queerly,r. in a strange manner\nr. in a questionably unusual manner,adv. 奇怪地
queerness,n a strange attitude or habit\nn a sexual attraction to (or sexual relations with) persons of the same sex,"n. 奇妙, 不舒服"
queerplatonic,"Adjective describing a relationship which is more intense and intimate than is considered common or normal for a ""[friendship]"", but doesn't fit the traditional sexual-romantic couple model. It is characterized by a strong bond, love, and emotional commitment, yet is not perceived by those involved as ""romantic"". The relationship may or may not have some elements or degree of sexuality/eroticism at various times, or none - it doesn't matter, because sexuality/sexual exclusivity is not what the relationship is organized around. It's defined by the intensity and significance of the emotional connection.\n\nThe people involved do not have to identify as ""[queer]"", it's a type of relationship experienced by and available to anybody regardless of their [sexual orientation], [romantic orientation], or (non-)monogamy. The people involved in a queerplatonic relationship may consider themselves partners, life-partners, a couple, a triad, or any other term that implies the relationship is meaningful, committed and intimate.\n\nQuuerplatonic parters or QPs are sometimes referred to as ""zucchini"". As in, ""he's my zucchini"". This was originally a joke within the [asexual]/[aromantic] community, underscoring the lack of words in mainstream relationship discourse to signify meaningful relationships that do not follow the standard and expected sexual/romantic norms, and frustration with the erasure of other kinds of intimacy, which were perceived as equally valuable to the sexual/romantic model.\n> The reason that i was uncomfortable with the word 'girlfriend' was that i did not want a romantic relationship and the word seemed to imply one: I think what I may have wanted was a queerplatonic relationship.\n> I never understood why people were so opposed to affection of any kind towards people that are not dating, I think the world would be better if everybody could cuddle and it was not weird (kind of like how it used to be in Abe Lincoln's time when it was normal for men to sleep in the same bed together as a strictly platonic thing or like queerplatonic relationships maybe).\n> They told their friend about queerplatonic partnerships the same day they asked their friend if they could be queerplatonic partners, and they said yes.\n",
queers,"n offensive term for an openly homosexual man\nv hinder or prevent (the efforts, plans, or desires) of\nv put in a dangerous, disadvantageous, or difficult position","n. 同性恋者, 假娘儿们, 赛妖婆( queer的名词复数 )"
queest,n. The European ringdove (Columba palumbus); the cushat.,abbr. Quebec
queff,"when air goes in and out of the pussy when having sex,making a fart noise\n> We were doing doggy when she queffed.\n",
quefrency,,"类频率, 拟频率, 逆频"
queif,"During sex, a small pocket of air gets pushed into the vagina. As the air leaves the vagina, it causes a noise to sound like a fart.",
queimadas,, [地名] [巴西] 凯马达斯
queiros,, [地名] [巴西] 凯罗斯
queit,,a. 平静
quel,,n. [医]嘧啶醇；植物生长抑制剂嘧啶醇
quelea,,n. [鸟]红嘴奎利亚雀
Queletox,,倍硫磷
Quelimane,,克利马内(莫桑比克东部港市)
quell,v. overcome or allay,"vt. 压制, 平息, 减轻"
quell a riot,,"镇压叛乱,平息动乱"
quella,, [地名] [智利] 克亚
quelle,, [人名] 奎尔; [地名] 泉、井（德语）
quelle surprise,,[网络] 好勇骏；惊喜
quelled,imp. & p. p. of Quell,"v. （用武力）制止, 结束, 镇压( quell的过去式和过去分词 )"
Quellenforschung,,<德>n.( 文学作品等的) 原始资料研究
queller,"n. A killer; as, Jack the Giant Queller.\nn. One who quells; one who overpowers or subdues.","n. 镇压者, 平息者"
quelling,p. pr. & vb. n. of Quell,"v. （用武力）制止, 结束, 镇压( quell的现在分词 )"
quello,, [人名] 奎洛; [地名] [玻利维亚] 克约
quells,v suppress or crush completely\nv overcome or allay,"v. （用武力）制止, 结束, 镇压( quell的第三人称单数 )"
quellung,n the swelling of the capsule surrounding a microorganism after reaction with an antibody; the basis of certain tests for identifying microorganisms,(肺炎球菌)英膜膨胀试验
quellung methods,,[医] 膨胀法(检肺炎球菌)
quellung phenomenon,,"[医] 荚膜肿胀现象, 诺伊费耳德氏现象"
quellung reaction,,"[医] 荚膜肿胀反应, 诺伊费耳德氏反应"
quellung test,,[医] 荚膜肿胀试验(检肺炎球菌)
quelque chose,,"[法]小事, 琐事"
quemado,, [地名] [古巴、洪都拉斯、美国、墨西哥] 克马多
quemados,, [地名] [古巴] 克马多斯
queme,,克梅
Quemoy,,"金门, 见Jinmen"
quen,, [医]奥沙西泮，去甲羟基安定，氯羟氧二氮卓[抗焦虑药]
quena,,[网络] 八孔木笛；克纳；直笛
quench,"v. satisfy (thirst)\nv. electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device\nv. reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance","vt. 熄灭, 结束, 使冷却, 将...淬火\nvi. 熄灭, 平息"
quench aging,,[机] 淬火时效
quench circuit,,[医] 猝灭电路
quench condensation,,[化] 骤冷凝
quench cooler,,[化] 急冷器
quench frequency,,[电] 淬熄频率
quench gas,,[化] 急冷气; 骤冷气
quench hardening,,[机] 淬火硬化
quench oil,,[化] 淬火油
quench oscillator,,[电] 淬熄振荡器
quench pulse,,"[计] 置""0""脉冲"
quench pump,,[化] 急冷泵; 骤冷泵
quench smoking flax,,v. 使有希望的事中途夭折
quench tank,,[化] 骤冷槽
quench time,,[化] 间歇时间; 焊接间歇时间
quench tower,,[化] 急冷塔; 骤冷塔
quench-arc circuit breaker,,[电] 减弧断路器
quenchable,a. Capable of being quenched.,"a. 可熄灭的, 可冷却的, 可压制的"
quenchant,,淬火介质
quenched,imp. & p. p. of Quench,v. 解（渴）( quench的过去式和过去分词 ); 终止（某事物）; （用水）扑灭（火焰等）; 将（热物体）放入水中急速冷却
quenched spark,,[电] 淬熄电花
quenched spark gap,,[医] 猝熄火花隙
quenched spark-gap converter,,[电] 淬熄电花空隙转换器
quenched steel,, 淬火钢，淬硬钢，硬化钢
quencher,"n. One who, or that which, quenches.","n. 弄熄的人, 冷却器\n[化] 猝灭剂; 急冷器; 骤冷器"
quenchers,"plural of quencher\nn. One who, or that which, quenches.","(quencher 的复数) n. 弄熄的人, 冷却器\n[化] 猝灭剂; 急冷器; 骤冷器"
quenches,"v satisfy (thirst)\nv put out, as of fires, flames, or lights\nv electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device\nv suppress or crush completely\nv reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance\nv cool (hot metal) by plunging into cold water or other liquid",v. 解（渴）( quench的第三人称单数 ); 终止（某事物）; （用水）扑灭（火焰等）; 将（热物体）放入水中急速冷却
quenching,"n the act of extinguishing; causing to stop burning\nv satisfy (thirst)\nv put out, as of fires, flames, or lights\nv electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device\nv suppress or crush completely\nv reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance\nv cool (hot metal) by plunging into cold water or other liquid","n. 淬火, 猝灭, 猝熄\n[化] 淬火; 淬灭"
quenching agent,,[机] 淬火剂
quenching and tempering,,[化] 淬火及回火
quenching boiler,,[化] 裂解气急冷锅炉
quenching circuit,,[电] 淬熄电路
quenching constant,,[化] 猝灭常数
quenching crack,,[机] 淬火裂痕
quenching cross section,,[化] 猝灭截面
quenching effect,,[化] 猝灭效应; 骤冷效应
quenching electronic circuit,,[医] 猝灭电子线路
quenching frequency,,[电] 淬灭频率
quenching intensity,,[机] 淬火能力
quenching liquid,,"[机] 淬火液, 淬火剂"
quenching of excitation,,[电] 激发的淬灭
quenching of luminescence,,[化] 发光猝灭
quenching of phosphorexcence,,[电] 磷光的淬灭
quenching oil,,[化] 淬火油
quenching stress,,[化] 骤冷应力
quenching temperature,,[化] 淬火温度
quenching time,,[机] 淬火时间
quenching tube,,[电] 淬灭管
quenching unit,,[医] 淬火装置(冶金)
quenching with subsequent tempering,,[机] 调质处理
quenchless,s. impossible to quench,"a. 难熄灭的, 难镇静的, 难压制的\n[机] 淬火困难的, 不淬火的"
quenchometer,,(冷却液的)冷却速度试验器
quenelle,"n. A kind of delicate forcemeat, commonly poached and used\n   as a dish by itself or for garnishing.",n. 肉圆
quenelles,"plural of quenelle\nn. A kind of delicate forcemeat, commonly poached and used\n   as a dish by itself or for garnishing.",(quenelle 的复数) n. 肉圆
quenfrency,,倒频
quenselite,,n. [矿]基性锰铅矿
quent,,abbr. San Quentin 圣昆庭（加利福尼亚州监狱）
Quentin,,n. 昆廷（男子名）
Quentin Jerome Tarantino,,[网络] 塔伦提诺；塔兰蒂诺；塔伦蒂诺
Quentin Tarantino,,昆汀·塔伦蒂诺（名导演）
Quenton,,n. 昆顿(Quentin的异体)(m.)
quentum,,[电] 量子
quentum counter,,[电] 量子计器
quentum efficiency,,[电] 光电管子量子效率
quentum equivalent,,[电] 量子当量
quentum mechanics,,[电] 量子力学
Quenu's hemorrhoidal plexus,,[医] 凯努氏肛皮淋巴管丛
Quenu's operation,,[医] 凯努氏胸廓成形术
quenu-Mayo operation,,[医] 凯-梅二氏手术(直肠癌切除术)
Quenu-Muret sign,,[医] 凯-穆二氏征(见于动脉瘤)
quenuthoracoplasty,,[医] 凯努氏胸廓成形术
quer,,a. （德）横的
quercetagetin,,[化] 栎草亭; 六羟基黄酮
quercetin,,n. 槲皮苷\n[化] 栎精酸; 栎精
quercetin rutinoside,,"[医] 芸香甙, 卢丁"
quercetinic acid,,[化] 栎精酸; 栎精
quercetum,,(pl. -ta)栎树林
quercia,, 人名；(法)凯西亚；(意)奎尔恰
quercic acid,,[化] 栎辛酸
querciform,,[医] 槲皮鞣仿
quercimelin,,[机] 栎素
quercimeritrin,,[化] 棉花黄苷; 槲皮黄酮-7-葡糖苷\n[医] 棉花黄甙
quercin,,"[医] 槲皮苦素, 栎苦素"
quercine,,"a. 栎树的, 栎木制的"
quercinic acid,,[化] 栎辛酸
quercitannic acid,,[化] 栎单宁酸\n[医] 白槲鞣酸
quercitannin,,[医] 槲皮鞣酸
Quercitannoform,,[医] 槲皮鞣仿
quercite,"n. A white crystalline substance, C6H7(OH)5, found in\n   acorns, the fruit of the oak (Quercus). It has a sweet taste, and is\n   regarded as a pentacid alcohol.","[医] 槲皮醇, 环己五醇, 栎醇"
quercitin,"n. A yellow crystalline substance, occurring quite widely\n   distributed in the vegetable kingdom, as is apple-tree bark,\n   horse-chestnut leaves, etc., but originally obtained by the\n   decomposition of quercitrin. Called also meletin.", 槲皮苷
quercitol,,"n. [化]栎醇,环己五醇"
quercitrin,"n. A glucoside extracted from the bark of the oak\n   (Quercus) as a bitter citron-yellow crystalline substance, used as a\n   pigment and called quercitron.",n. [化]栎素
quercitrinic acid,,[化] 栎素酸; 栎苷
quercitron,n a yellow dye made from the bark of the quercitron oak tree\nn medium to large deciduous timber tree of the eastern United States and southeastern Canada having dark outer bark and yellow inner bark used for tanning; broad five-lobed leaves are bristle-tipped,"n. [植]美洲黑栎, 美洲黑栎内树皮, 栎皮粉"
quercitron oak,,[网络] 栎树橡木
quercus,n oaks,[化] 白栎皮; 栎
Quercus agrifolia,,[网络] 海岸栎；加州槲栎；槲树
Quercus alba,,[网络] 白橡木；白栎；美洲白栎木
Quercus alba L.,,"[医] 白槲, 白栎"
Quercus arizonica,,[网络] 栎属arizonica
Quercus bicolor,,[网络] 黄背栎
Quercus borealis,,[网络] 红栎；北方红栎
Quercus cerris,,[网络] 苦栎；土耳其栎；苦栎木
Quercus chrysolepis,,[网络] 黄鳞栎；峡谷栎
Quercus coccinea,,[网络] 猩红栎；鲜红栎；红花山桃草
Quercus ellipsoidalis,,[网络] 栎属椭圆体
Quercus falcata,,[网络] 红橡；红橡木；西班牙栎
Quercus garryana,,[网络] 奥里根白栎
Quercus grosseserrata,,[网络] 栎栎
Quercus ilex,,[网络] 冬青栎；圣栎；刺叶栎
Quercus ilicifolia,,[网络] 冬青叶栎
Quercus imbricaria,,[网络] 鹅卵石橡树
Quercus incana,,[网络] 灰白毛栎
Quercus infectoria Oliv.,,"[医] 没食子槲, 没食子栎"
Quercus kelloggii,,[网络] 加州黑栎
Quercus L,,"[医] 槲属, 栎属"
Quercus laevis,,[网络] 平滑栎；苦栎；美洲土耳其栎
Quercus laurifolia,,[网络] 月桂叶栎
Quercus lobata,,[网络] 白栎；栎树；栓皮栎
Quercus lyrata,,[网络] 琴叶栎
Quercus macrocarpa,,[网络] 大果栎
Quercus marilandica,,[网络] 马利兰栎；马里兰栎；马州栎
Quercus michauxii,,[网络] 栎木
Quercus mongolica,,[网络] 蒙古栎；柞木；柞树
Quercus montana,,[网络] 山栎
Quercus muehlenbergii,,[网络] 黄栗栎
Quercus myrtifolia,,[网络] 栎栎
Quercus nigra,,[网络] 黑栎；水栎；栎属黑栎
Quercus nuttalli,,[网络] 栎属栎
Quercus palustris,,[网络] 沼生栎；北方粉红栎；栎树
Quercus petraea,,[网络] 无梗花栎；无梗栎；橡木
Quercus phellos,,[网络] 柳树橡树；柳栎；柳叶栎
Quercus prinoides,,[网络] 平栎指拟冬青叶栎
Quercus prinus,,[网络] 橡木
Quercus robur,,[网络] 夏栎；欧洲橡木；欧洲柄栎
Quercus rubra,,[网络] 北美红栎；红橡；红橡树
Quercus sclerophylla,,[医] 苦槠
Quercus sessiliflora,,[网络] 无柄花栎
Quercus shumardii,,[网络] 舒马得氏栎；舒氏红栎；红橡
Quercus stellata,,[网络] 星毛栎
Quercus suber,,[网络] 欧洲栓皮栎；栓皮槠；软木橡树
Quercus texana,,[网络] 栎树
Quercus vaccinifolia,,[网络] 栎栎
Quercus variabilis,,[网络] 栓皮栎；栓皮栎林；栓皮栋
Quercus velutina,,[网络] 美洲黑栎；黑橡树；黑标
Quercus virginiana,,[网络] 槲树；栎；弗吉尼亚栎
Quercus wislizenii,,[网络] 维西列臣栎；活栎
Quercus wizlizenii,,[网络] 栎栎
querela,,"[法] 向任何法庭提起诉讼, 原告的控告书或声明"
querens,,"[法] 原告, 告发人, 检举人"
querie,,n. [计]供搜寻或问题解答的资料库
queried,imp. & p. p. of Query,"v. 质疑, 对…表示疑问( query的过去式和过去分词 ); 询问"
queried access,,"[计] 查询访问, 查询存取"
queried sequential access method,,[计] 查询顺序访问法
querier,n. someone who asks a question,n. 查询器
queries,n an instance of questioning\nv pose a question,n. 问题；怀疑；问号（query的复数形式）
querimonious,,a. 易发牢骚的
querimony,n. A complaint or complaining.,"n. 埋怨, 怨言"
querist,"n. One who inquires, or asks questions.","n. 询问者, 质问者\n[法] 询问者, 质问者, 讯问者"
quern,n. a primitive stone mill for grinding corn by hand,n. 手推石磨
querns,-s form of quern\nn. a primitive stone mill for grinding corn by hand,(quern 的第三人称 -s形式) n. 手推石磨
quernstone,,n. 磨石
quero,,n. (Quero)人名；(西)克罗；(意)奎罗
querulous,s habitually complaining,"a. 抱怨的, 爱发牢骚的, 易怒的"
querulously,r in a peevish manner,"adv. 抱怨地, 易怒地"
querulousness,n. the quality of being given to complaining,n. querulous的变形
Quervain's disease,,[医] 奎尔万氏病(痛性腱鞘炎)
Quervain's fracture,,[医] 奎尔万氏骨折(舟状骨骨折伴月状骨掌侧脱臼)
query,n an instance of questioning\nv pose a question,"n. 疑问, 疑问号, 质问, 查询\nv. 询问, 质问\n[计] 查询"
query and pivot,,[计] 数据查询和数据透视表
query by example,,[计] 范例查询
query by screen,,[计] 屏幕查询
query complexity,,"[计] 询问复杂性, 查询复杂性"
query conjunction,,[计] 询问合取
query decomposition,,[计] 询问分解
query disjunction,,[计] 询问析取
query evaluation algorithm,,"[计] 询问鉴定算法, 询问评价算法"
query formation,,[计] 询问形式化
query interactive processor,,[计] 询问交互处理程序
query language,,[计] 查询语言
query language development,,[计] 询问语言开发
query language semantics,,[计] 询问语言语义学
query modification,,[计] 询问修改
query optimization,,[计] 询问优化
query parameter,,[计] 询问参数
query processing,,[计] 询问处理
query processor,,[计] 询问处理程序
query program,,[电] 查询程序
query specification,,[计] 询问说明
query station,,[计] 查询台
query strategy,,[计] 查询策略
query system,,"[计] 询问系统, 查询系统"
query time,,"[计] 询问时间, 查询时间"
query wrong,,[计] 查错
Query's serum,,"[医] 凯里氏血清, 梅毒螺旋体猴免疫血清"
query-level interface,,[计] 查询级接口
querying,v pose a question,[计] 询问
querying database,,[计] 询问数据库
ques,plural of que\nn. A half farthing.,(que 的复数) n. 队列
quesada,, [人名] 克萨达; [地名] [哥斯达黎加、古巴、危地马拉、西班牙] 克萨达
