word,definition,translation
kickshaw,n something considered choice to eat,"n. 精美的菜肴, 华而不实的玩物"
kickshaws,"n. Something fantastical; any trifling, trumpery thing; a\n   toy.\nn. A fancy dish; a titbit; a delicacy.",n. 精美的菜肴；华而不实的玩物
kickshawses,pl.  of Kickshaws,n. (外表)精美的菜肴(或食品)；特别讲究的菜；无价值的饰物；华而不实的东西；玩意儿
kicksort,,振幅分析
kicksorter,n scientific instrument consisting of an electronic circuit that permits only voltage pulses of predetermined height to pass,n. <口>[物]脉冲振幅分析器
kicksorting,,振幅分析
kickstand,n. a swiveling metal rod attached to a bicycle or motorcycle or other two-wheeled vehicle; the rod lies horizontally when not in use but can be kicked into a vertical position as a support to hold the vehicle upright when it is not being ridden,n. 撑脚架
kickster,,n. 一味追求刺激的人
kickup,n. The water thrush or accentor.,n. 骚动
kicky,,a. 精神饱满的; 活泼的
kid,n. soft smooth leather from the hide of a young goat\nn. young goat\nv. be silly or tease one another,"n. 小山羊, 小山羊肉, 小孩, 欺骗\na. 小山羊皮制的\nv. 哄骗, 嘲弄"
kid around,, （美）开玩笑
Kid Cudi,"The best artist to listen to when your blazed out of your mind.\n> ""Dude im so blasted, lets listen to some Kid Cudi""\n> ""Hell yeah man,lets do it""\n",
kid glove,, 小山羊皮白手套
kid leather,, 上光山羊皮
kid stuff,,"n. 幼稚的事物, 极简易的事, 只适合于小孩的事物"
kid-glove,s showing skill and sensitivity in dealing with people,"a. 过分文雅的, 小心谨慎的, 温和的"
kid-gloved,,"a. 温和的, 过分讲究的, 考虑周到的"
kida,,n. (Kida)人名；(塞)基达
kidamycin,,贵田霉素
Kidcessory,"A child had by a celebrity just for the attention. Usually given a bizarre name, because who cares what the child has to go through growing up, they're just a kidcessory.\n> D'ya hear? [Kimye] had a kidcessory and named it North West.\n",
kidd,n. Scottish sea captain who was hired to protect British shipping in the Indian Ocean and then was accused of piracy and hanged (1645-1701),n. 基德（姓名）
Kidd antibody,,"[医] 基德抗体(基德血型分类法的名称,基德是病人姓)"
Kidd antigen,,[医] 基德抗原
kidde,imp. of Kythe.\n of Kithe, [人名] 基德
kidded,imp. & p. p. of Kid,n. 小孩；小山羊\nv. 欺骗；取笑；戏弄\na. 小山羊皮制的；较年幼的\nn. (Kid)人名；(英)基德
kidder,, [人名] 基德尔; [地名] [美国] 基德
Kidderminster,"n. A kind of ingrain carpeting, named from the English\n   town where formerly most of it was manufactured.",n. 基德明斯特地毯
Kidderminster carpet,,= Kidderminster
kiddie,,"n. 小孩, 小家伙"
kiddie porn,,[网络] 儿童色情物品；小孩色情
kiddier,n. A huckster; a cadger.,n. = kiddy
KIDDIES,n a young child,n. [口语]小家伙；小孩；小山羊
kiddiewinkie,,"n. <口><谑>小家伙,小孩"
kidding,v tell false information to for fun\nv be silly or tease one another,n. 开玩笑；山羊产羔
kiddingly,, 开玩笑地
kiddish,,祈祷
kiddle,"n. A kind of basketwork wear in a river, for catching fish.","n. 鱼梁, 鱼簖(捕鱼的工具)"
kiddo,,"n. 老兄, 老姐"
kiddos,plural of kiddo,"(kiddo 的复数) n.老兄, 老姐"
kidds,,abbr. Kwajalein instrumentation data distribution system 夸加林仪表测量数据分配系统
kiddush,,n. 祁福式(节日和安息日前夕的祝福仪式)
kiddy,n. a young child,"n. 小孩, 小家伙"
kiddy porn,,[网络] 小孩色情片
kiddywink,,"n. <口><谑>小家伙,小孩"
kiddywinkle,,"n. <口><谑>小家伙,小孩"
kidglove,,"亲切的,巧妙的"
kidinga pepo,,[医] 类登革热
kidlet,,"n. (=kidling)羔羊, 小山羊"
kidling,n. A young kid.,"n. 羔羊, 小山羊"
Kidlington,,"基德灵顿（地名, Kidlington）"
kidman,,n. 基德曼（姓氏）
kidnap,v. take away to an undisclosed location against their will and usually in order to extract a ransom,"vt. 绑架, 诱拐, 拐骗\n[法] 拐带, 诱拐, 绑架"
kidnap and sell people,,[法] 拐卖人口
kidnaped,imp. & p. p. of Kidnap,"v. 诱拐, 绑架, 劫持( kidnap的过去式和过去分词 )"
kidnapee,,"n. 被绑架的人, 肉票"
kidnaper,n someone who unlawfully seizes and detains a victim (usually for ransom),n. 绑匪；拐子
kidnaping,v take away to an undisclosed location against their will and usually in order to extract a ransom,[法] 拐骗罪
kidnapp,,v. 诱拐;绑架;拐骗;拐走
kidnapped,v take away to an undisclosed location against their will and usually in order to extract a ransom, [电影]历劫孤星
kidnapper,n. someone who unlawfully seizes and detains a victim (usually for ransom),"n. 拐子, 绑架者\n[法] 诱拐者, 拐骗犯, 绑架者"
kidnappers,n. someone who unlawfully seizes and detains a victim (usually for ransom),"n. 拐子, 绑匪( kidnapper的复数形式 )"
kidnapping,n. (law) the unlawful act of capturing and carrying away a person against their will and holding them in false imprisonment,n. 绑架；诱拐
kidnappings,n. (law) the unlawful act of capturing and carrying away a person against their will and holding them in false imprisonment,n. 绑架；诱拐\nv. 绑架（kidnap的ing形式）；诱拐
kidnaps,v take away to an undisclosed location against their will and usually in order to extract a ransom,"v. 诱拐, 绑架, 劫持( kidnap的第三人称单数 )"
kidney,n. either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine,"n. 肾, 个性\n[医] 肾"
kidney basin,,[医] 腰盘
kidney bean,,"菜豆,四季豆"
kidney begonia,,[网络] 叉叶秋海棠
kidney convoluted tubule,,[医] 肾曲小管
kidney disease,, [医]肾脏疾病
kidney failure,, [医]肾衰竭
kidney fern,,[网络] 肾蕨
kidney injury,,[医] 肾损伤
kidney machine,,n. 人工肾
kidney pad,,[医] 肾托
kidney pie,,[网络] 腰子派；腰仔馅饼；牛腰做的腰子派
kidney punch,,[医] 肾脏冲击诊
kidney stone,,n. 肾结石; 肾石; 肾形石; 软玉
kidney truss,,[医] 托肾带
kidney vetch,, [植物]疗伤绒毛花（旧时用以治疗肾病）
kidney worm,,[医] 肾膨结线虫
kidney wort,,[网络] 肾麦芽汁
kidney-shaped,s (of a leaf or bean shape) resembling the shape of kidney,a. 肾形的
kidneys,n either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine,n. 肾脏；转炉的附着物；肾形矿脉（kidney的复数）
kido,,n. (Kido)人名；(尼日尔)基多
kidology,,n. 儿童心理学
Kidron,,n. (《圣经》中指的耶路撒冷东垣下的)汲沦谷
kids,n a young person of either sex\nn soft smooth leather from the hide of a young goat\nn English dramatist (1558-1594)\nn a human offspring (son or daughter) of any age\nn young goat\nv tell false information to for fun\nv be silly or tease one another,n. 小山羊；儿童（kid的复数）
kidskin,n soft smooth leather from the hide of a young goat,n. 小山羊皮
kidson,, [人名] [苏格兰人姓氏] 基德森取自父名，来源于Kidd↑3，含义是“基德之子”(son of Kidd)
kidston,, [人名] 基德斯顿; [地名] [澳大利亚] 基兹顿
kidstuff,,"儿戏, 适合于小孩的事物"
kidult,,"a. （电影、电视等）同时迎合儿童和成人兴趣的, 长少皆宜的\nn. 儿童和成人/JX>长少皆宜的节目"
kidvid,,n. <美>儿童电视节目
kidwell,, [人名] 基德韦尔
kidz bop,The [soccer mom]'s attempt to make most of today's music suitable for young children. This leads to butchering good songs or making crappy ones even worse. These travesties of music are commonly advertised on Cartoon Network or Nickelodeon and are sold on CDs and tapes to unwitting customers.\n> No one really likes kidz bop; they just pretend to so the producers won't kill them and feed them to their pot-bellied pigs.\n,
kie,n. pl. Kine; cows.,n. (Kie)人名；(朝)桂；(英)凯
kief,,"n. (=keef)吸毒后的迷糊状态, 麻醉品"
Kiefer,,n. 基弗（姓氏）
Kiefers,plural of Kiefer,(Kiefer 的复数) n. 基弗（姓氏）
kieffer,, [人名] 基弗
Kieffer's stain,,[医] 基弗尔氏染剂(耐酸性染剂)
kieft,, [人名] 基夫特
kiehl,, [人名] 基尔
kiekie,,n. [植]基基藤(产于新西兰的露兜树科攀缘植物)
kiel,,n. 基尔（联邦德国港市）
kielbasa,,n. 波兰熏肠
Kielce,,n. 凯尔采（波兰一城市）
Kielland's forceps,,[医] 基耶兰德氏钳(一种产钳)
kielty,, [人名] 基尔蒂
kiely,, [人名] [爱尔兰姓氏] 基利盖尔语姓氏的英语形式，来源于人名，含义是“美丽的”(beautiful); [人名] [爱尔兰姓氏] 基利 Keeley的变体
kien,,n. (Kien)人名；(柬)根；(肯)基恩
Kienan's spaces,,[医] 凯尔南氏间隙(肝小叶间淋巴隙)
Kienbock atrophy,,[医] 金伯克氏骨萎缩
Kienbock unit,,"[医] 金伯克氏单位(一种X线剂量单位,相当于1/10红斑量)"
Kienbock's atrophy,,[医] 金伯克氏骨萎缩
Kienbock's disease,,"[医] 金伯克氏病(腕半月骨慢性进行性骨软骨病,脊髓外伤性空腔形成)"
Kienbock's dislocation,,[医] 金伯克氏脱位(半月骨脱位)
Kienbock's phenomenon,,"[医] 金伯克氏现象(脓胸时,病侧膈肌在吸气时上升,呼气时下降)"
Kienbock-Adamson points,,[医] 金-阿二氏点(X线治疗发癣的定位点)
kienitz,, [人名] 基尼茨
kier,n. A large tub or vat in which goods are subjected to the action\n   of hot lye or bleaching liquor; -- also called keeve.,[化] 漂煮锅
kiera,, [人名] 基拉
KIERAN,,n. (Kieran)人名；(英)基兰
kieren,, [人名] 基伦
kiering,,[化] 漂煮
kierkegaard,"n. Danish philosopher who is generally considered. along with Nietzsche, to be a founder of existentialism (1813-1855)",克尔凯郭尔（人名）
Kiernan,,n. (Kiernan)人名；(英)基尔南
Kiernan's space,,[医] 凯尔南氏间隙(肝小叶间淋巴隙)
kiersten,, [人名] 基尔斯滕
kies,n a state in east central United States; a border state during the American Civil War; famous for breeding race horses,黄铁矿
kieselguhr,n a light soil consisting of siliceous diatom remains and often used as a filtering material,n. [地质] 硅藻土
kieselgur,,n. [地质] 硅藻土
kieser,, [人名] 基泽
kieserite,n a white mineral consisting of hydrous magnesium sulfate often found in salt mines,n. [地质] 硫酸镁石
kieseritite,,石盐镁矾
kieserohalocarnallite,,硅杂盐
kieserohalosylvite,,硬盐
kiesler,, [人名] 基斯勒
kiesling,, [人名] 基斯林
Kieslowski,,[网络] 奇斯洛夫斯基；基耶斯洛夫斯基；洛斯基
kiess,, [人名] 基斯
Kiesselbach's area,,"[医] 基塞耳巴赫氏区, 李特尔氏区(鼻中隔薄区)"
Kiesslbach's area,,"[医] 基塞尔巴赫氏区(间隙), 鼻中隔薄区"
kiessling,, [人名] 基斯林
kiestein,,"[医] 孕尿翳, 孕尿皮(孕妇尿表面有皮样形成)"
kiester,, [美国] 基斯特
kiet,,abbr. Korea Institute of Electronics Technology 韩国电子技术研究所
kieta,, [地名] [巴布亚新几内] 基埃塔
kietyoite,,磷灰石
kiev,n capital and largest city of the Ukraine; a major manufacturing and transportation center,n. 基辅（乌克兰共和国首都）
kievan,,a. Kiev的变形
kievans,plural of kievan,(kievan 的复数) adj. Kiev的变形
kieve,"n. See Keeve, n.",锡矿的最后精选桶(木制)
kieves,, [人名] 基夫斯
kievite,,透淡闪石
kievs,-s form of kiev\nn capital and largest city of the Ukraine; a major manufacturing and transportation center,(kiev 的第三人称 -s形式) n. 基辅（乌克兰共和国首都）
kiewit,, [人名] 基威特
kif,,"n. (=kef) 吸毒后的迷糊状态, 麻醉品"
kifarist,,(古希腊的)弦琴学校
kiff,, [人名] 基夫
kiffin,, [人名] 基芬
kifi,,"n. 麻醉剂, 麻醉品(如印度大麻), (吸毒后)的迷幻状态"
kifner,, [人名] 基夫纳
kifussa,,昏睡病
kigali,n. the national capital and largest city of Rwanda; located in central Rwanda,n. 基加利（卢旺达的首都）
kiganene,,日柳杉烯
kiganol,,日柳杉醇
kiger,, [人名] 基格
kigezi,, [地名] [乌干达] 基盖济
Kiggelaria africana,,[网络] 风子属
kight,, [人名] 凯特
kiginu,,生绢
Kihara potential,,[化] 基哈拉势
kihn,, [人名] 基恩
Kiihne's methylene blue,,[医] 屈内氏甲烯蓝
Kiine-Young test,,"[医] 克-杨二氏试验, 克莱恩氏试验"
kiiovolt,,[医] 千伏[特]
kij,,"abbr. Niigata, Japan 日本，新滹机场（代码）"
kijafa,,基雅发酒
kije,, [地名] [波兰] 基耶
kik,,n. 基库尤语；基克（男子名）
kika,, [地名] [贝、俄罗斯] 基卡; [电影]荡女基卡
kikamine,,奇卡胺
kike,n. (ethnic slur) offensive term for a Jew,n. 犹太人
kikekunemalo,,漆用树胶
kikepa,,夏威夷女披裙
kiker,, [人名] 凯克
kiki,,n. 林子萱（女艺人）
kikkosha,,珠罗纱
Kikladhes,,[网络] 基克拉迪斯群岛
kiko,,abbr. 矶村（人名）
kikoi,,n. 基科伊色边条子厚棉布
Kikongo,,n. 刚果人[语](即班图人[语])
kiku oil,,[化] 菊油
kikuchi,, [地名] [日本] 菊池
Kikuchi lines,,[化] 菊池线(晶体表面散射的电子流线)
kikujiro,, [电影]菊次郎之夏
kikumon,,n. <日> 菊纹(日本皇室徽章)
kikumycin,,菊霉素
kikuthrin,,[商]扑虫菊
kikuyu,,n. 基库尤语（肯尼亚）；基库尤人（肯尼亚）
kikwit,, [地名] [刚果民主共和国] 基奎特
kil,,[医] 黑海白粘土(消毒后可作软膏基质)
kila,, [地名] [瑞典] 希拉
kilampere,,n. (=kiloampere) 千安培
kiland,, [人名] 基兰
Kilauea,,基拉韦厄火山（夏威夷州的盾状火山）
kilaueite,,玄闪斑岩
kilborn,, [人名] 基尔伯恩
kilbourne,, [人名] 基尔伯恩; [地名] [美国] 基尔本
kilbrickenite,,"块辉锑铅矿, 砷硫锑铅矿"
Kilbride,,n. (Kilbride)人名；(英)基尔布赖德
Kilburn,,n. (Kilburn)人名；(英)基尔伯恩
Kilburn-Cott furnace,,[化] 基耳伯恩-科特电炉
Kilby,,n. (Kilby)人名；(英)基尔比\n基尔比
kilchoanite,,n. [矿]斜方硅钙石
Kilchu,,吉州[朝鲜民主主义人民共和国东北部城市]
kilcline,, [人名] 基尔克兰
kilcoyne,, [人名] [爱尔兰姓氏] 基尔科因盖尔语姓氏的英语形式，来源于人名，含义是“温和的”(gentle)
kilcullen,, [人名] 基尔卡伦; [地名] [爱尔兰] 基尔卡伦
Kildare,,n. 基尔代尔（爱尔兰地名）
kilday,, [人名] 基尔迪
kildee,, [人名] 基尔迪
kildeer,, 喧鸻
kilderkin,n an obsolete British unit of capacity equal to 18 Imperial gallons,n. 小桶或其液量
kilderkins,plural of kilderkin\nn an obsolete British unit of capacity equal to 18 Imperial gallons,(kilderkin 的复数) n.小桶或其液量
kilduff,, [人名] [爱尔兰姓氏] 基尔达夫 Gilduff的变体
kile,, [人名] 凯尔
kilerg,,n. [物]千尔格(功的单位)
kiley,, [人名] 基利，基莉（女名）
kilfoam,,抗泡剂
kilgallen,, [人名] 基尔加伦
kilgore,,n. (Kilgore)人名；(英)基尔戈
kilgour,, [人名] 基尔戈
kilham,, [人名] 基勒姆; [地名] [英国] 基勒姆
kilhig,,[林]推杆(指示伐木方向的杆子)
kili,,n. (Kili)人名；(匈)基利
kilian,, [人名] 基利恩
Kilian's line,,[医] 基利安氏线(骶岬隆凸线)
Kilian's pelvis,,"[医] 基利安氏骨盆, 骨软化性骨盆"
Kiliani aluminum process,,[化] 基连尼炼铝法
Kiliani reaction,,[机] 基连尼反应
kilifi,, [地名] [肯尼亚] 基利菲
kilim,,"n. 基里姆地毯,花毯(产于土尔其,高加索及其附近地区,无毛绒的双面毯)"
Kilimanjaro,"n. the highest peak in Africa; located in northeastern Tanzania; 19,340 feet high",乞力马扎罗山[坦桑尼亚东北部](非洲最高的山)
kilims,-s form of kilim,"(kilim 的第三人称 -s形式) n.基里姆地毯,花毯(产于土尔其,高加索及其附近地区,无毛绒的双面毯)"
kilinochchi,, [地名] [斯里兰卡] 基利诺奇
Kiliwa,,[网络] 基利瓦人
Kilkenny,,n. 基尔肯尼（爱尔兰东南部城市）
kill,"n. the destruction of an enemy plane or ship or tank or missile\nv. cause to die; put to death, usually intentionally or knowingly\nv. thwart the passage of\nv. be fatal","n. 杀, 杀戮, 小河\nvt. 杀, 破坏, 消灭, 使终止, 抵消, 否决\nvi. 杀死\n[计] 删除"
kill a petition,,[法] 断然拒绝请求
kill antibody,,[医] 凯耳抗体
kill character,,[计] 抹行符
kill down,,"枪杀时在场,比赛结束时在场"
kill file,,"[计] 清除文件, kill文件"
kill for money,,[法] 谋财害命
kill in revenge,,[法] 仇杀
kill off,,消灭
kill oneself,,[法] 自杀
kill oneself with laughter,,笑得要死
kill order,,[经] 停止供应定货
kill ratio,,[法] 杀死率
kill sb with kindness,,"过分溺爱某人,把某人宠坏;客气得使人不知所措"
kill sb without a motive,,"过失杀人,误伤某人"
kill the bill,,"否决议案,阻止议案的通过"
kill the fatted calf,,设宴欢迎
kill the fatted calf for,,"款待,盛宴招待"
kill the goose that lays the golden eggs,,"杀鸡取蛋,毁掉摇钱树"
kill the melt,,[机] 熔液静化
kill the pain with drug,,用止痛药止痛
kill the well,,"[经] 压井, 压住井喷"
kill time,,消磨时间
kill two birds with one stone,,一箭双雕;一石二鸟
kill with kindness,,以溺爱害人;用过分的好意使不知所措
kill zone,, [电影]野战尖兵
kill-breakpoint command,,[计] 结束断点命令
kill-crazy,,a. 疯狂地想杀人的
kill-devil,,"n. 假饵, 便宜的劣质饮料"
kill-joy,,n. 令人扫兴的人；煞风景
kill-joys,plural of kill-joy,(kill-joy 的复数) n. 令人扫兴的人；煞风景
kill-time,,"n. 用来消磨时间的事情, 用来消遣的事情"
killa,,n. (Killa)人名；(印)基拉
killable,"s fit to kill, especially for food",a. kill的变形
killagh,,小艇锚
killaloe,, [地名] [爱尔兰、加拿大] 基拉卢
killam,, [人名] 基拉姆; [地名] [加拿大] 基勒姆
Killarney,,a. 基拉尼的\nn. 基拉尼绿色
Killarney fern,,[网络] 基拉尼蕨类植物
killas,,板岩
killax,,特普
killdee,n. Alt. of Killdeer,"n. 喧鸻（小水鸟的一种, 产于北美洲）"
killdeer,n. American plover of inland waters and fields having a distinctive cry,n. [动] 小水鸟的一种(产于北美)
killdeer plover,,[网络] 双领鸻
killdeers,,"喧鸻（小水鸟的一种, 产于北美洲）( killdeer的名词复数 )"
killea,, [人名] 基利亚
killearn,, [人名] 基勒恩; [地名] [英国] 基勒恩
killed,"v cause to die; put to death, usually intentionally or knowingly\nv thwart the passage of\nv end or extinguish by forceful means\nv be fatal\nv be the source of great pain for\nv overwhelm with hilarity, pleasure, or admiration\nv hit with so much force as to make a return impossible, in racket games\nv hit with great force\nv deprive of life\nv cause the death of, without intention\nv drink down entirely\nv mark for deletion, rub off, or erase\nv tire out completely\nv cause to cease operating\nv destroy a vitally essential quality of or in","a. 被杀死的, 被屠宰的, 镇静的"
killed ingot,,[机] 净静钢锭
killed spirit,,[化] 焊酸; 焊接用的药水
killed steel,,[化] 镇静钢
killed vaccine,,[医] 死菌苗
Killeen,,n. (Killeen)人名；(英)基利恩\n角叉菜
killefer,,(=killifer)牵引深耕机
killen,, [人名] [爱尔兰姓氏] 基伦 Killeen的变体; [地名] [美国] 基伦
killer,n. someone who causes the death of a person or animal\nn. a difficulty that is hard to deal with,"n. (非正式)杀人者, 屠杀者, 猛兽, 致死(疾病), 杀手, 止痛药, 限制器, 瞄准器\n[计] 删除程序; 断路器"
KILLER APP,,[计] 极度成功与受欢迎的电脑应用软件
killer application,, 杀手级应用（促使人们购买或使用其操作系统等的受欢迎计算机程序）
killer bee,,"n. <美>杀人蜂, 设法使收购者作罢的投资银行"
killer cell,, 杀伤细胞
killer circuit,,[电] 扼杀电路
killer instinct,,"n. 杀人本性, 杀生本性"
killer pulse,,[电] 扼杀脉冲
killer stage,,[电] 消色电路
killer T cell,,un. 杀伤T细胞\n[网络] 杀手T细胞；杀细胞给你看
killer whale,,"n. [动]逆戟鲸,虎鲸"
killer-diller,,n. 非常之人或事
killers,n. someone who causes the death of a person or animal\nn. the causal agent resulting in death\nn. a difficulty that is hard to deal with,n. 凶手( killer的复数形式 ); 消灭…者; 致命物; <非正>极难的事
killery,, [人名] 基勒里
killgore,, [人名] 基尔戈尔
Killgren treatment,,[医] 基耳格伦疗法(医疗体育并作按摩)
killian,,n. (Killian)人名；(瑞典)希利安；(英、德、捷)基利安\n基利安
killian's bundle,,[医] 基利安氏束(咽下缩肌的最下部肌束)
killian's operation,,[医] 基利安氏手术(治额窦积脓)
Killian's tests,,[医] 基利安氏试验(检糖耐量)
Killian's tubes,,[医] 基利安氏管(取出食管及支气管异物用)
killick,,"n. 小艇锚, 小锚"
killicks,plural of killick,"(killick 的复数) n. 小艇锚, 小锚"
killies,plural of killy,(killy 的复数)  [人名] 基利
killifish,n. small mostly marine warm-water carp-like schooling fishes; used as bait or aquarium fishes or in mosquito control,[医] 克鲤鱼
killigrew,n. The Cornish chough. See under Chough.," [人名] [康沃尔人姓氏] 基利格鲁住所名称, 来源于康沃尔语, 含义是“树丛十榛树或榛子”(grove+hazel trees or nuts)"
killigrews,plural of killigrew\nn. The Cornish chough. See under Chough.,"(killigrew 的复数)  [人名] [康沃尔人姓氏] 基利格鲁住所名称, 来源于康沃尔语, 含义是“树丛十榛树或榛子”(grove+hazel trees or nuts)"
killin,,n. (Killin)人名；(英)基林
killing,n. an event that causes someone to die\nn. the act of terminating a life\nn. a very large profit\ns. very funny,"n. 谋杀, 杀戮\na. 杀害的, 疲惫的, 迷人的"
killing by somebody,,[法] 他杀
killing field,,死亡地带\n杀戮战场
killing fields,, 大屠杀之地； 杀戮战场
Killing two pigs with one bird,"A modern version of the popular saying ""killing two birds with one stone."" derived from the popular video game ""angry birds.""\n> I was killing two pigs with one bird by eating lunch and playing angry birds at the same time.\n",
killing zone,, [军事]毁伤范围，杀伤破坏范围；歼敌区
killinger,,n. [姓氏]克林格; [姓氏]基林格
killingholme,, [地名] [英国] 基灵霍姆
killingly,r. in a very humorous manner,adv. 吸引人地
killings,n. an event that causes someone to die\nn. the act of terminating a life\nn. a very large profit,"n. 谋杀( killing的复数形式 ); 突然发大财, 暴发"
killingsworth,, [人名] 基林斯沃思
killington,, [人名] 基林顿
killingworth,, [人名] 基林沃思; [地名] [英国、英国] 基灵沃思
killinite,,块云母
killion,, [人名] 基利昂
killjoy,n someone who spoils the pleasure of others,"n. 令人扫兴的人, 煞风景"
killjoys,n. someone who spoils the pleasure of others,"n. 扫兴的人, 煞风景( killjoy的复数形式 )"
killo,,黑斑
killock,"n. A small anchor; also, a kind of anchor formed by a stone\n   inclosed by pieces of wood fastened together.","n. 小艇锚, 小锚"
killogie,,窑火掩蔽区
killoran,, [人名] 基洛兰
killorin,, [人名] 基洛林
kills,"n the act of terminating a life\nn the destruction of an enemy plane or ship or tank or missile\nv cause to die; put to death, usually intentionally or knowingly\nv thwart the passage of\nv end or extinguish by forceful means\nv be fatal\nv be the source of great pain for\nv overwhelm with hilarity, pleasure, or admiration\nv hit with so much force as to make a return impossible, in racket games\nv hit with great force\nv deprive of life\nv cause the death of, without intention\nv drink down entirely\nv mark for deletion, rub off, or erase\nv tire out completely\nv cause to cease operating\nv destroy a vitally essential quality of or in",n. 杀戮；杀敌数；歼敌数（kill的复数形式）
killtime,,a. 消磨时间的\nn. 消磨时间
Killuminati,"Pac was talking about killing illuminati. Illuminati is the elite ruling circle, the 34th degree of the Freemason click, which is a century old brotherhood of anglo-saxon protestants. He was tellin you to kill that shit. They're the cats that maintain all the inequality and oppression, supposedly. He came out with this whole theory after his prison stint, and after reading Machiavelli's 'The Prince.' Now it's on us.\n> Kill Illuminati = Killuminati\n",
killy,, [人名] 基利
kilmacooite,,蓝闪锌矿
kilman,, [人名] 基尔曼
kilmarnock,, [地名] [英国、英国] 基尔马诺克
kilmartin,, [人名] [爱尔兰姓氏] 基尔马丁 Gilmartin的变体; [地名] [英国] 基尔马丁
kilmer,,n. 基尔默（姓氏）
kilmore,, [人名] 基尔摩; [地名] [澳大利亚、英国] 基尔莫尔
kiln,n. a furnace for firing or burning or drying such things as porcelain or bricks,"n. 窑, 炉, 干燥炉\nvt. 烧窑, (在干燥炉)烘干"
kiln eye,,[化] (窑炉的)看火孔
kiln gas,,[化] 窑气; 窑炉烟气
kiln hole,,[化] 窑门; 窑门洞
kiln liner,,[化] 窑衬
kiln lining,,[化] 窑衬; 炉衬
kiln mill,,[化] 窑炉转磨
kiln roasting,,[化] 窑炉烤烘
kiln-burning,,[化] 炭窑制炭法; 堆积炭化法
kiln-dried,s dried in a kiln,烘干的
kiln-dry,"v. t. To dry in a kiln; as, to kiln-dry meal or grain.",vt. 在窑内烘干
kilnboy,,干燥程序自动控制记录器
kilned malt,,[化] 炒干麦芽; 烘干麦芽
kilner,, [人名] [英格兰人姓氏] 基尔纳职业名称，陶工，或烧石灰者，来源于古英语，含义是“窑”(kiln)
kilneye,,"窑孔, 窑口, 出(石)灰孔"
kilning,,"窑烧, 窑烘"
kilnman,,n. 烧窑工人
kilns,n. a furnace for firing or burning or drying such things as porcelain or bricks,n. 窑( kiln的复数形式 ); 烧窑工人
kilo,n one thousand grams; the basic unit of mass adopted under the Systeme International d'Unites,n. 千\n[计] 千
kilo instructions per second,,[计] 每秒千条指令
kilo operations per second,,[计] 每秒千次运算
kilo-,,pref. 千\n[计] 千
kilo-electron volts,,[电] 千电子伏
kilo-electron-volt,,n. 千电子伏特
kilo-oersted,,n. [电] 千奥斯特(电磁单位)
kiloampere,,[电] 千安培
kilobar,,n. 千巴(气压单位)
kilobarn,,千靶(压强单位)
kilobars,plural of kilobar,(kilobar 的复数) n.千巴(气压单位)
kilobase,,n. 千碱基对（核酸链长度单位）
kilobases,plural of kilobase,(kilobase 的复数) n. 千碱基对（核酸链长度单位）
kilobaud,,[计] 千波特
kilobecquerel,,千贝克勒尔(=10Bq)
kilobit,n. a unit of information equal to 1000 bits,[计] 千位
kilobits,n a unit of information equal to 1000 bits,n. 千比特（kilobit的复数）
kilobits per second,,[计] 每秒千位
KIlobyte,n. a unit of information equal to 1000 bytes\nn. a unit of information equal to 1024 bytes,[计] 千字节
kilobytes,n a unit of information equal to 1000 bytes\nn a unit of information equal to 1024 bytes,n. 千字节\n[计] 千字节
kilocalorie,n a unit of heat equal to the amount of heat required to raise the temperature of one kilogram of water by one degree at one atmosphere pressure; used by nutritionists to characterize the energy-producing potential in food,"n. 大卡\n[医] 千卡, 大卡"
kilocalories,plural of kilocalory,"(kilocalory 的复数)  [医]大卡, 千卡（热量单位）"
kilocalory,," [医]大卡, 千卡（热量单位）"
kilocharacter,,[计] 千字节
kilocoulomb,,千库
kilocurie,,n. [核]千居里(放射性强度单位)
kilocycle,n one thousand periods per second,n. 千周\n[医] 千周
kilocycle per second,,[网络] 千周秒
kilodalton,," [医]千道尔顿：质量单位, 1道尔顿等于1氧原子质量的十六分之一"
kilodaltons,plural of kilodalton,"(kilodalton 的复数)  [医]千道尔顿：质量单位, 1道尔顿等于1氧原子质量的十六分之一"
kilodyne,,n. [物]千达因
kilogamma,,千微克
kilogauss,,[计] 千高斯
kilograin,,"n. 千英厘, 千格令"
kilogram,n. one thousand grams; the basic unit of mass adopted under the Systeme International d'Unites,"n. 千克, 公斤\n[医] 千克, 公斤"
kilogram calorie,,[医] 千卡
kilogram-calory,,[机] 千卡
kilogram-equivalent weight,,[机] 千克当量
kilogram-meter,n. a unit of work equal to the work done by a one kilogram force operating through a distance of one meter,"n. 公斤米, 千克米\n[医] 千克米"
kilogram-metre,,"n. 公斤米, 千克米"
kilogramme,"n. A measure of weight, being a thousand grams, equal to\n   2.2046 pounds avoirdupois (15,432.34 grains). It is equal to the weight\n   of a cubic decimeter of distilled water at the temperature of maximum\n   density, or 39� Fahrenheit.","n. 公斤, 千克"
