word,definition,translation
Glaswegian,n. an inhabitant of Glasgow\na. of or relating to or characteristic of Glasgow or its inhabitants,"a. 格拉斯哥人的, 格拉斯哥的\nn. 格拉斯哥人"
Glaswegians,plural of Glaswegian\nn. an inhabitant of Glasgow\na. of or relating to or characteristic of Glasgow or its inhabitants,"(Glaswegian 的复数) a. 格拉斯哥人的, 格拉斯哥的\nn. 格拉斯哥人"
glatiramer,, [医]格拉默<多发性硬化治疗药>
glatt,, [地名] [德国] 格拉特; [地名] [德国、瑞士] 格拉特河
glatz,, [人名] 格拉茨; [地名] [波兰] 格拉茨（克沃兹科的旧称）
Glatzel mirror,,"[医] 格拉泽耳氏镜, 鼻通气检验镜"
glatzer,, [人名] 格拉策
glauber,,n. (Glauber)人名；(德、罗)格劳贝尔；(英)格劳伯\n格劳伯
Glauber salt,,[化] 芒硝
Glauber's salt, Alt. of Glauber's salts,"[化] 芒硝\n[医] 格劳伯氏盐, 芒硝, 硫酸钠"
Glauber's salts,,[网络] 芒硝的盐
glauberite,"n. A mineral, consisting of the sulphates of soda and\n   lime.",n. [矿]钙芒硝
glaubitz,, [地名] [德国] 格劳比茨
glaucamine,,海罂粟胺
glaucamphiboles,,蓝角闪石类
glaucarubin,,[化] 格劳卡苷; 乐园树酮
glaucedo,,[医] 青光眼(旧名)
glaucescent,a. Having a somewhat glaucous appearance or nature;\n   becoming glaucous.,带苍白色的
glaucine,"a. Glaucous or glaucescent.\nn. An alkaloid obtained from the plant Glaucium, as a\n   bitter, white, crystalline substance.",海罂粟碱
Glaucium,,[网络] 海罂粟属
Glaucium flavum,,[网络] 黄花海罂粟
glaucobilin,,胆蓝素
glaucocerinite,,锌铜铝矾
glaucochroite,,"钙锰橄榄石, 绿粒橄榄石"
glaucodot,"n. A metallic mineral having a grayish tin-white color, and\n   containing cobalt and iron, with sulphur and arsenic.",钴硫砷铁矿
glaucodote,,钴硫砷铁矿
glaucoma,n. an eye disease that damages the optic nerve and impairs vision (sometimes progressing to blindness),"n. 绿内障, 青光眼\n[医] 青光眼(绿内障)"
glaucoma absolutum,,[医] 绝对期青光眼
glaucoma evolutum,,[医] 进展期青光眼
glaucoma imminens,,[医] 前驱期青光眼
glaucoma simplex,,[医] 单纯性青光眼
glaucomatous,a. Having the nature of glaucoma.,"a. 青光眼的, 绿内障的\n[医] 青光眼的"
glaucomatous cup,,[医] 青光眼杯(青光眼性视神经乳头陷凹)
glaucomatous habit,,[医] 青光眼型
glaucomatous ring,,[医] 青光眼环
Glaucomys,,[网络] 鼠属；美洲鼯鼠；北美鼯鼠
Glaucomys sabrinus,,[网络] 青光眼sabrinus
Glaucomys volans,,[网络] 南方鼯鼠；飞鼠
glauconite,n a green mineral consisting of hydrated silicate of potassium or iron or magnesium or aluminum; found in greensand,"n. [矿]海绿石, 海绿沙"
glauconitic,,"a. [矿]似海绿石的,含海绿石的"
glaucophane,"n. A mineral of a dark bluish color, related to\n   amphibole. It is characteristic of certain crystalline rocks.",蓝闪石
glaucophanite,,蓝闪岩
glaucophyllin,,绿叶二酸
glaucoporphyrin,,[化] 绿叶卟啉
glaucopyrite,,钴砷铁矿
glaucoquartzite,,绿色石英岩
glaucosiderite,,蓝铁矿
glaucosis,n. Same as Glaucoma.,"n. (=glaucoma)[医]绿内障, 青光眼"
glaucosuria,,"[医] 青尿症, 尿蓝母尿"
glaucothoe,,寄居蟹后期幼体
glaucous,"s. having a frosted look from a powdery coating, as on plants","a. 绿灰色的, 蓝绿色的, (葡萄等)表面起白霜的"
glaucous bristlegrass,,[网络] 青ous草
glaucousness,,n. glaucous的变形
glaucus,"n. A genus of nudibranchiate mollusks, found in the warmer\n   latitudes, swimming in the open sea. These mollusks are beautifully\n   colored with blue and silvery white.",n. (Glaucus)人名；(德)格劳库斯
glaude,,n. (Glaude)人名；(法)格洛德
glaudine,,粉绿罂粟定
glaukokerinite,,锌铜铝钒
glaum,"v. i. To grope with the hands, as in the dark.","n. 一瞥\nvt. 摄取, 摸索, 瞥见"
glaunine,,羟基三甲氧基二苯并喹啉酮
Glaux,,n. (Glaux)人名；(法)格洛
glav,,abbr. Red Glavnyi Redaktor (Russian=Editor-in-Chief) （俄语）总编
glave,n. See Glaive.,"n. 剑, （特指）阔剑"
glaves,,格拉威斯风
glavin,, [人名] 格拉文
glavis,,格拉威斯风
Glaxo,,葛兰素
GlaxoSmithKline,,n. 葛兰素史克（英国制药公司）
glay,,n. 日本流行摇滚乐队
glaze,"n. any of various thin shiny (savory or sweet) coatings applied to foods\nn. a glossy finish on a fabric\nn. a coating for ceramics, metal, etc.\nv. coat with a glaze","n. 釉, 上光, 光滑面\nvt. 装以玻璃, 上釉于\nvi. 变得光滑, (目光)变呆滞"
glaze over,,（指眼睛）呆滞
glaze-wheel,,[化] 研磨轮; 抛光轮
glazebrook,, [人名] [威尔士人姓氏] 格莱斯布鲁克住所名称，来源于溪流名; [地名] [英国] 格莱斯布鲁克
glazed,a. fitted or covered with glass\na. having a shiny surface or coating\ns. (of foods) covered with a shiny coating by applying e.g. beaten egg or a sugar or gelatin mixture,a. 像玻璃的；光滑的；上过釉的；呆滞无神的
glazed paper,,[化] 有光纸
glazed powder,,[化] (石墨)打光了的火药
glazed printing paper,,[化] 道林纸
glazed tile,,[化] 琉璃瓦
glazer,n someone who cuts flat glass to size,"n. 上釉工人, 打光工人, 轧光机, 上光机"
glazers,plural of glazer\nn someone who cuts flat glass to size,"(glazer 的复数) n. 上釉工人, 打光工人, 轧光机, 上光机"
glazes,"n any of various thin shiny (savory or sweet) coatings applied to foods\nn a glossy finish on a fabric\nn a coating for ceramics, metal, etc.\nv coat with a glaze\nv become glassy or take on a glass-like appearance\nv furnish with glass\nv coat with something sweet, such as a hard sugar glaze","n. 上釉的表面( glaze的名词复数 ); 釉料; （浇在糕点上增加光泽的）蛋浆\nv. 装玻璃( glaze的第三人称单数 ); 上釉于, 上光; （目光）变得呆滞无神"
glazier,n someone who cuts flat glass to size,"n. 装玻璃工, 上釉工"
glazier's salt,,[化] 硫酸钾
glaziers,plural of glazier\nn someone who cuts flat glass to size,"(glazier 的复数) n. 装玻璃工, 上釉工"
glaziery,,"n. 安装玻璃, 玻璃工人之工作"
glazing,"v coat with a glaze\nv become glassy or take on a glass-like appearance\nv furnish with glass\nv coat with something sweet, such as a hard sugar glaze","n. 玻璃装配业, 玻璃窗, 上光, 上釉\n[机] 起釉, 变滑"
glazing of powder,,[化] 火药的打光作用
glazing wheel,,[化] 研磨轮; 抛光轮
glazy,a. Having a glazed appearance; -- said of the fractured surface\n   of some kinds of pin iron.,"a. 玻璃似的, 上过釉的, (目光)无神的"
glb,,abbr. glass block 玻璃块
Glbson's murmur,,[医] 吉布逊氏杂音(收缩期与舒张期间的杂音)
Glbson's rule,,[医] 吉布逊氏规律
GLC,,[化] 气液色谱法
gld,, [医][=geldanamycin]格尔德霉素
glds,,abbr. Gemini Launch data system 由双子星座飞船上发射（导弹）的数据系统; ground laser designator station 地面激光指示站
gle,, 气液平衡
gleam,"n. an appearance of reflected light\nn. a flash of light (especially reflected light)\nv. shine brightly, like a star or a light\nv. appear briefly","n. 光束, 微光, 反光\nvi. 闪烁, 隐约地闪现\nvt. 使发微光, 使闪烁"
gleaman,,n. 吟游诗人
Gleamax,,格利马克斯电解液(光泽镀镍用)
gleamed,imp. & p. p. of Gleam,"v. （使）闪烁, （使）闪亮( gleam的过去式和过去分词 )"
gleaming,"n a flash of light (especially reflected light)\nn an appearance of reflected light\nv be shiny, as if wet\nv shine brightly, like a star or a light\nv appear briefly\ns bright with a steady but subdued shining","a. 闪闪发光的\nv. （使）闪烁, （使）闪亮( gleam的现在分词 )"
gleamingly,,adv. 若隐若现地
gleams,"n an appearance of reflected light\nn a flash of light (especially reflected light)\nv be shiny, as if wet\nv shine brightly, like a star or a light\nv appear briefly","n. 闪光( gleam的名词复数 ); 闪现; 流露\nv. （使）闪烁, （使）闪亮( gleam的第三人称单数 )"
gleamy,a. Darting beams of light; casting light in rays; flashing;\n   coruscating.,"a. 发光的, 闪光的"
glean,"v gather, as of natural products","v. 拾落穗, 收集"
gleanable,,a. glean的变形
gleaned,imp. & p. p. of Glean,v. 一点点地收集（资料、事实）( glean的过去式和过去分词 ); （收割后）拾穗
gleaner,n. someone who picks up grain left in the field by the harvesters\nn. someone who gathers something in small pieces (e.g. information) slowly and carefully,"n. 拾落穗的人, 搜集者"
gleaners,n. someone who picks up grain left in the field by the harvesters\nn. someone who gathers something in small pieces (e.g. information) slowly and carefully,n. 拾穗的人
gleaning,"v gather, as of natural products","n. 拾落穗, 落穗, 收拾零星材料"
gleanings,"v gather, as of natural products","n. 搜集物, 拾遗"
gleans,"v gather, as of natural products",v. 一点点地收集（资料、事实）( glean的第三人称单数 ); （收割后）拾穗
gleasman,, [人名] 格利斯曼
gleason,,n. (Gleason)人名；(英、意)格利森\n格利森
Gleason bevel gear generator,,[机] 吉利逊斜齿轮制机
Gleason four-square test,,[化] 格来逊试验(极压润滑油)
gleaves,, [人名] [英格兰人姓氏] 格利夫斯 Gleave的变体
gleazer,, [人名] 格利泽
gleb,,n. (Gleb)人名；(法、罗、塞)格莱布；(俄、乌克)格列布
gleba,n fleshy spore-bearing inner mass of e.g. a puffball or stinkhorn,n. [植]产孢组织
glebe,n. plot of land belonging to an English parish church or an ecclesiastical office,"n. 土, 土地"
glebe house,,[网络] 格莱布别墅
glebeless,a. Having no glebe.,a. glebe的变形
glebes,-s form of glebe\nn. plot of land belonging to an English parish church or an ecclesiastical office,"(glebe 的第三人称 -s形式) n. 土, 土地"
glebomycin,,[化] 土块霉素
glebula,,小产孢组织
glebulose,,"具产孢组织的, 似产孢组织的"
Glechoma,,[网络] 活血丹属；连钱草属；泽漆
Glechoma hederaceae,,[网络] Glechoma hederacea
gled,past participle of gle,(gle 的过去分词)  气液平衡
glede,v. i. The common European kite (Milvus ictinus). This name is\n   also sometimes applied to the buzzard.\nn. A live coal.,"n. [鸟]鸢,老鹰"
Gledhill,,n. (Gledhill)人名；(英)格莱德希尔
gledinin,,皂荚宁
Gleditschia horrida Willd.,,[医] 皂荚
Gleditschia L.,,[医] 皂荚属
Gleditschia officinalis,,"[医] 猪牙皂荚, 猪牙皂"
Gleditschia sinensis Lam.,,[医] 皂荚
gleditschine,,[化] 皂荚碱
Gleditsia,n. deciduous trees: honey locusts,皂荚属
Gleditsia triacanthos,,[网络] 美国皂角；皂荚树；美国皂荚
gleditsin,,皂荚素
glee,n great merriment\nn malicious satisfaction,"n. 欢乐, 高兴"
glee club,,"n. 合唱团, 合唱俱乐队"
gleed,v. i. A live or glowing coal; a glede.,n. <方>烧红的煤
gleeful,s full of high-spirited delight,a. 愉快的
gleefully,r. in a joyous and gleeful manner,adv. 高兴地
gleefulness,n. great merriment,n. gleeful的变形
gleek,"n. A jest or scoff; a trick or deception.\nn. An enticing look or glance.\nv. i. To make sport; to gibe; to sneer; to spend time idly.\nn. A game at cards, once popular, played by three persons.\nn. Three of the same cards held in the same hand; -- hence,\n   three of anything.",vi. [废语]嘲笑；嘲弄\nvt. 哄骗；欺骗；嘲弄；奚落\nn. 诡计；骗局；阴谋；奚落人的话
Gleeks,,美剧《欢乐合唱团》粉丝名，是Glee与Geek的合成词
gleeman,n. A name anciently given to an itinerant minstrel or\n   musician.,n. 吟游诗人
gleemen,pl.  of Gleeman,n. 吟游诗人( gleeman的名词复数 )
gleen,v. i. To glisten; to gleam.,n. (Gleen)人名；(荷)赫伦
Gleep,,n. 实验用原子炉之一种
glees,plural of glee\nn great merriment\nn malicious satisfaction,"(glee 的复数) n. 欢乐, 高兴"
gleesome,a. Merry; joyous; gleeful.,a. (=gleeful)极为高兴的
gleeson,, [人名] [爱尔兰姓氏] 格利森 Gleesan的变体; [地名] [美国] 格利森
gleet,n. a thin morbid discharge as from a wound or especially chronic gonorrhea,n. 慢性淋病性尿道炎\n[医] 后淋(慢性淋病性尿道炎)
gleety,a. Ichorous; thin; limpid.,"a. 后淋的, 淋病状的\n[医] 后淋的"
gleg,a. Quick of perception; alert; sharp.,"a. 敏捷而反应快的,活泼的"
Glegg's mixture,,[医] 格累格氏合剂(治伤风)
glehn,, [人名] 格伦
Glehnia F. Schmidt,,[医] 珊瑚菜属
Glehnia littoralis F. Schmidt,,[医] 珊瑚菜
Glehnrd's disease,,[医] 格累纳氏病(内脏下垂)
Glehnrd's test,,"[医] 格累纳氏试验, 带试验, 环抱试验(检内脏下垂)"
glei,,潜育
gleich,, [人名] 格莱克
Gleichenia,,[网络] 里白木；里白属
Gleichenia flabellata,,[网络] Gleichenia胆草
Gleicheniaceae,,n. 里白科；黑白科
gleichman,, [人名] 格莱希曼
Gleichschaltung,,"<德>n.划一化,一体化"
Gleifometer,,格莱福纱线均匀度测试仪
gleisoil,,[地质]潜育土
gleithretter,,"滑片, 劈理片"
Gleitzeit,,<德>n.= flexitime
Gleiwitz,,<德>=Gliwice
gleization,,"n. [地]潜育(作用),灰黏(作用)"
glelding,,去势的动物
glen,n. a narrow secluded valley (in the mountains),"n. 峡谷, 幽谷"
Glen Canyon Dam,,[网络] 格伦峡谷大坝；格兰峡谷水坝；格兰峡谷大坝
glen check,,= Glen plaid
Glen Coco,"A teenage boy who either has many friends or has a very deep relationship with himself. He recieved 4 mysterious candy canes during the holiday season and has yet to inform us all who they are from.\r\n\r\nFeatured in the film: Mean Girls\n> Glen Coco? 4 for you, Glen Coco! You go Glen Coco!\n",
Glen Ellyn,,格伦艾伦（地名）
Glen Gebhard,,[网络] 格伦·格堡（Glen Gebhard）
Glen More,,莫尔谷地
glen plaid,,"【纺织业】格伦花格呢, 厄克特格子呢 [亦作 Glen check]"
glenallen,, [地名] [美国] 格莱纳伦
Glenard's disease,,"[医] 格雷纳氏病, 内脏下垂"
Glenard's tests,,"[医] 格累纳氏试验, 带试验, 环抱试验(检内脏下垂)"
glenarm,, [地名] [英国] 格莱纳姆
glenbrook,, [地名] [美国、新西兰] 格伦布鲁克
glencairn,, [人名] 格伦凯恩; [地名] [南非共和国] 格伦凯恩
Glencoe,,格伦科（地名）
glencross,, [人名] 格伦克罗斯; [地名] [美国] 格伦克罗斯
glenda,,n. 格伦达（女子名）
Glenda Jackson,,n. 格兰达·杰克逊
glendale,,n. 格兰岱尔市（美国城市名）；一种老式的雪佛兰车
glendening,, [人名] [苏格兰人姓氏] 格伦德宁 Glendinning的变体
glendenning,, [人名] 格伦德宁
Glendinning,,n. (Glendinning)人名；(英)格伦迪宁
glendive,, [地名] [美国] 格伦代夫
glendon,, [地名] [加拿大、美国] 格伦登
Glendora,,格伦多拉（美国地名）
gleneagle,, [地名] [澳大利亚] 格伦伊格尔
Gleneagles,,格伦伊格尔斯（英国地名）
glenelg,, [地名] [澳大利亚] 格莱内尔格
Glenfiddich,,格兰菲迪
glengarry,n. a Scottish cap with straight sides and a crease along the top from front to back; worn by Highlanders as part of military dress,n. 苏格兰便帽
glenlivet,"n. A kind of Scotch whisky, named from the district in\n   which it was first made.",(=glenlivat)格伦利物威士忌酒
glenmirite,,正橄沸惶岩
glenmont,, [地名] [美国] 格伦蒙特
glenmoore,, [地名] [美国] 格伦莫尔
glenmorangie,, 格林莫瑞
glenn,n. made the first orbital rocket-powered flight by a United States astronaut in 1962; later in United States Senate (1921-),n. 格伦（男子名）
Glenn Curtiss,,[网络] 柯蒂斯；格伦·柯蒂斯；寇蒂斯
Glenn Hammond Curtiss,,[网络] 格伦·哈蒙德柯蒂斯
Glenn Miller,,[网络] 米勒；葛伦米勒；格伦·米勒
Glenn T. Seaborg,,[网络] 格伦·西奥多·西博格
Glenn Theodore Seaborg,,[网络] 西博格；西伯格；格伦·西奥多·西博格
glennallen,, [地名] [美国] 格伦纳伦
glennen,, [人名] 格伦宁
glennie,, [人名] 格伦尼; [地名] [美国] 格伦尼
glennis,, [人名] 格伦妮丝
glennon,, [人名] 格伦农
glennville,, [地名] [美国] 格伦维尔
glenny,,克兰涅型矿用火焰安全灯
gleno-maxillary relation,,[医] 颌关节关系
glenohumeral,, [医]盂肱的
glenohunmeral,,[医] 盂肱的
glenoid,"a. Having the form of a smooth and shallow depression;\n   socketlike; -- applied to several articular surfaces of bone; as, the\n   glenoid cavity, or fossa, of the scapula, in which the head of the\n   humerus articulates.","a. 浅窝的, 关节窝的\n[医] 盂样的, 关节盂的"
glenoid cavity,,[医] 关节盂(肩胛骨)
glenoid fissure,,[医] 关节盂裂
glenoid fossa,, 关节窝
glenoid fossae,,[医] 下颌窝(颞骨)
glenoid points,,[医] 关节盂点
glenoid surface,,[医] 关节盂面
glenoids,"plural of glenoid\na. Having the form of a smooth and shallow depression;\n   socketlike; -- applied to several articular surfaces of bone; as, the\n   glenoid cavity, or fossa, of the scapula, in which the head of the\n   humerus articulates.","(glenoid 的复数) a. 浅窝的, 关节窝的\n[医] 盂样的, 关节盂的"
glenora,, [地名] [澳大利亚、加拿大] 格莱诺拉
glenorchy,, [地名] [澳大利亚、新西兰] 格莱诺基
Glenospora,,[医] 蜂窝孢子菌属
Glenosporella,,[医] 蜂窝小孢子菌属
glenosporosis,,[医] 蜂窝孢子菌病
glenridge,, [地名] [美国] 格伦里奇
glenrock,, [地名] [美国] 格伦罗克
Glenrothes,,格伦罗西斯
glenroy,, [地名] [澳大利亚、南非共和国] 格伦罗伊
glens,n. a narrow secluded valley (in the mountains),"n. 峡谷, 幽谷( glen的复数形式 )"
glenshaw,, [地名] [美国] 格伦肖
glenside,, [地名] [加拿大、美国、南非共和国、新西兰] 格伦赛德
Glenview,,n. 格伦维尤（美国城市）
glenville,, [人名] 格伦维尔; [地名] [美国] 格伦维尔
glenwood,, [地名] [加拿大、美国] 格伦伍德
Glenys,,n. (Glenys)人名；(英、西)格莱尼丝
gleocystidium,,"胶囊体, 薄壁间胞"
gleptoferron,,庚糖酐铁
gless,, [人名] 格莱斯
glessite,,"棕琥珀, 圆粒树脂石[地]"
glew,n. See Glue., [人名] 格鲁; [地名] [阿根廷] 格柳
glewed,past participle of glew\nn. See Glue.,(glew 的过去分词)  [人名] 格鲁; [地名] [阿根廷] 格柳
gley,v. i. To squint; to look obliquely; to overlook things.\nadv. Asquint; askance; obliquely.,"n. [地]潜育土(层),灰黏土(层)"
Gley's cells,,[医] 格累氏细胞(睾丸间质细胞)
Gley's glanas,,[医] 格累氏腺(甲状旁腺)
Gley's glands,,"[医] 格累氏腺, 甲状旁腺"
gleyed,past participle of gley\nv. i. To squint; to look obliquely; to overlook things.\nadv. Asquint; askance; obliquely.,"(gley 的过去分词) n.[地]潜育土(层),灰黏土(层)"
gleying,-ing form of gley\nv. i. To squint; to look obliquely; to overlook things.\nadv. Asquint; askance; obliquely.,"(gley 的现在分词) n.[地]潜育土(层),灰黏土(层)"
gleys,plural of gley\nv. i. To squint; to look obliquely; to overlook things.\nadv. Asquint; askance; obliquely.,"(gley 的复数) n.[地]潜育土(层),灰黏土(层)"
glh,, [医][=germinal layer hemorrhage]胚层出血
glia,n sustentacular tissue that surrounds and supports neurons in the central nervous system; glial and neural cells together compose the tissue of the central nervous system,n. [解]神经胶质
glia cells,,[医] 神经胶质细胞
glia of Fanana,,[医] 方纳纳氏[神经]胶质细胞
gliacyte,,(=gliocyte)(神经)胶质细胞
gliadin,"n. Vegetable glue or gelatin; glutin. It is one of the\n   constituents of wheat gluten, and is a tough, amorphous substance,\n   which resembles animal glue or gelatin.",[化] 麦醇溶蛋白\n[医] 麦胶蛋白
gliadins,"plural of gliadin\nn. Vegetable glue or gelatin; glutin. It is one of the\n   constituents of wheat gluten, and is a tough, amorphous substance,\n   which resembles animal glue or gelatin.",(gliadin 的复数) [化] 麦醇溶蛋白\n[医] 麦胶蛋白
glial,a. of or relating to neuroglia,[医] 神经胶质的
glial cell,, 神经胶质细胞
gliarase,,[医] 星状细胞合体
gliatope,,产胶点
glib,s. marked by lack of intellectual depth\ns. having only superficial plausibility\ns. artfully persuasive in speech,"a. 能说善道的, 流畅的"
glib-tongued,s artfully persuasive in speech, 油嘴滑舌；巧舌如簧
glibber,s. marked by lack of intellectual depth\ns. having only superficial plausibility\ns. artfully persuasive in speech,"a. 口齿伶俐的, 油嘴滑舌的 (glib的变形)"
glibbery,, [人名] 格利伯里
glibbest,s. marked by lack of intellectual depth\ns. having only superficial plausibility\ns. artfully persuasive in speech,"a. 口齿伶俐的, 油嘴滑舌的 (glib的变形)"
glibenclamide,,[化] 格列本脲; 优降糖
glibly,r. with superficial plausibility,"adv. 流利地, 流畅地"
glibness,n. a kind of fluent easy superficiality,n. 花言巧语; 口若悬河
glibornuride,,[化] 格列波脲; 甲磺冰片脲
glicblast,,成胶质细胞
glicetanile,,格列他尼
glichidium,,[植]钩毛
glick,, [人名] 格利克
glicken,, [人名] 格利肯
glickman,, [人名] 格利克曼
glicksman,, [人名] 格利克斯曼
glickstein,, [人名] 格利克斯坦
gliclazide,,[化] 格列齐特; 甲磺双环脲
glidant,,助流剂
glidden, p. p. of Glide.,n. (Glidden)人名；(英)格利登
glidder,a. Alt. of Gliddery,松动石头
glide,"n. the activity of flying a glider\nv. move smoothly and effortlessly\nv. fly in or as if in a glider plane\nv. cause to move or pass silently, smoothly, or imperceptibly","n. 滑动, 滑过, 流水\nvi. 滑动, 滑翔, 溜走, 流逝\nvt. 使滑动"
glide angle,,[机] 滑翔角
glide by,," 经过, 掠过"
glide path,,[电] 滑道
glide plane,,[化] 滑移面
glide reflection,,[化] 滑移
glide slope,,[电] 滑道斜率
glide-bomb,v. bomb by gliding,vt. 下滑轰炸
glide-path localizer,,[电] 滑道测勘器
glide-slope facility,,[电] 滑度斜率设备77
glided,imp. & p. p. of Glide,v. 滑动( glide的过去式和过去分词 ); 掠过; （鸟或飞机 ） 滑翔
glidepath,,下滑轨道
glider,n. aircraft supported only by the dynamic action of air against its surfaces,"n. 滑翔员, 滑翔机"
gliderport,, 滑翔机机场
gliders,n. aircraft supported only by the dynamic action of air against its surfaces,n. 滑翔机( glider的复数形式 )
glides,"n a vowellike sound that serves as a consonant\nn the act of moving smoothly along a surface while remaining in contact with it\nn the activity of flying a glider\nv move smoothly and effortlessly\nv fly in or as if in a glider plane\nv cause to move or pass silently, smoothly, or imperceptibly",n. 滑行( glide的名词复数 ); 滑音; 音渡; 过渡音\nv. 滑动( glide的第三人称单数 ); 掠过; （鸟或飞机 ） 滑翔
Glidewell,,n. (Glidewell)人名；(英)格莱德韦尔
glidewheel,,滑轮
gliding,"n the activity of flying a glider\nv move smoothly and effortlessly\nv fly in or as if in a glider plane\nv cause to move or pass silently, smoothly, or imperceptibly","a. 游动的, 滑顺的, 滑行的"
gliding angle,,[机] 滑翔角
gliding bacteria,, 滑行细菌
gliding joint,,[医] 摩动关节
gliding movement,,[医] 滑动
gliding partity,,[经] 滑动平价
glidingly,adv. In a gliding manner.,"adv. 游动地, 滑顺地, 滑行地"
glieberman,, [人名] 格利伯曼
glifnard,"Someone who is a lame motherfucker.  \r\n\r\nOften viewed as useless and retarded.\r\n\r\nMany times just looking at this person can cause one to do bodily harm to them.\r\n\n> Coolieman is such a glifnard, I kicked him in the face so hard, I tore a tendon in my ankle.\n",
Glifosc,,磷酸铝铬盐
gliftor,,[化] 鼠甘伏; 伏鼠醇
glikes,, [人名] 格利克斯
gliltter,,v. 闪烁；闪耀；闪闪发
glim,n. Brightness; splendor.\nn. A light or candle.,"n. 灯火, 蜡烛, 灯笼, 些许"
glimcher,, [人名] 格利姆彻
glime,,雨雾淞
glimmer,"n a flash of light (especially reflected light)\nn a slight suggestion or vague understanding\nv shine brightly, like a star or a light","n. 一丝光线, 微光, 少许\nvi. 发微光"
glimmered,imp. & p. p. of Glimmer,"v. 发闪光, 发微光( glimmer的过去式和过去分词 )"
glimmering,"n a slight suggestion or vague understanding\nv shine brightly, like a star or a light","n. 微光, 隐约的一瞥\na. 薄弱地发光的\nv. 发闪光, 发微光( glimmer的现在分词 )"
glimmerings,"n. a slight suggestion or vague understanding\nv. shine brightly, like a star or a light","n. 微光, 一丝光线; 微光, 隐约的一瞥( glimmering的复数形式 )"
glimmerite,,云母岩
glimmers,"n a flash of light (especially reflected light)\nn a slight suggestion or vague understanding\nv shine brightly, like a star or a light","n. 微光, 闪光( glimmer的名词复数 )\nv. 发闪光, 发微光( glimmer的第三人称单数 )"
glimmerton,,伊利石
glimmery,s shining softly and intermittently,a. 轻微发亮的
glimpse,n. a brief or incomplete view\nn. a vague indication\nv. catch a glimpse of or see briefly,"n. 一瞥, 一闪\nvi. 投以一瞥, 闪烁不定\nvt. 瞥见"
glimpse at,,看到
glimpsed,v catch a glimpse of or see briefly,"v. 瞥见( glimpse的过去式和过去分词 ); 开始领悟到, 开始认识到"
glimpser,,"n. 一瞥, 一看 (glimpse的变形)"
glimpses,n a quick look\nn a brief or incomplete view\nn a vague indication\nv catch a glimpse of or see briefly,"n. 一瞥( glimpse的名词复数 ); 一看; 短暂的感受; 大致了解\nv. 瞥见( glimpse的第三人称单数 ); 开始领悟到, 开始认识到"
glimpses of the truth,,一孔之见
glimpsing,p. pr. & vb. n. of Glimpse,"v. 瞥见( glimpse的现在分词 ); 开始领悟到, 开始认识到"
glin,, [人名] 格林; [地名] [爱尔兰] 格林
glines,, [人名] 格兰斯
gling,-ing form of gle,(gle 的现在分词)  气液平衡
Glinka,n. Russian composer (1804-1857),n. (Glinka)人名；(俄)格林卡\n格林卡
glint,n. a spatially localized brightness,"n. 闪光, 一闪\nvi. 闪耀, 闪闪发光, 反射, 迅速移动\nvt. 使发光, 使闪光"
glinted,imp. & p. p. of Glint,"v. （使）闪烁, 闪光( glint的过去式和过去分词 )"
glinting,"v be shiny, as if wet\nv throw a glance at; take a brief look at\ns having brief brilliant points or flashes of light","v. （使）闪烁, 闪光( glint的现在分词 )"
glints,"n a momentary flash of light\nn a spatially localized brightness\nv be shiny, as if wet\nv throw a glance at; take a brief look at","n. 闪光( glint的名词复数 )\nv. （使）闪烁, 闪光( glint的第三人称单数 )"
glio-,,[医] 胶质
glio-epithelioma,,[医] [神经]胶质上皮瘤
gliobacteria,,胶细菌
glioblast,,[医] 成[神经]胶质细胞
glioblastoma,n. a fast-growing malignant brain tumor composed of spongioblasts; nearly always fatal,"[医] 成胶质细胞瘤, 恶性胶质瘤"
glioblastoma multiforme,,"[医] 多形性成胶质细胞瘤, 多形性恶性胶质瘤"
glioblastomas,plural of glioblastoma\nn. a fast-growing malignant brain tumor composed of spongioblasts; nearly always fatal,"(glioblastoma 的复数) [医] 成胶质细胞瘤, 恶性胶质瘤"
gliocladin,,胶枝菌素
gliococcus,,胶球菌
gliocyte,,胶质细胞
gliocytoma,,[医] [神经]胶质细胞瘤
gliofibril,,[医] [神经]胶质原纤维
gliofibroma,,[医] [神经]胶质纤维瘤
gliogenous,,[医] [神经]胶质原的
glioma,n. a tumor of the brain consisting of neuroglia,n. 神经胶质瘤\n[医] 神经胶质瘤
glioma endophytum,,"[医] 内发神经胶质瘤, 内向性视网膜胶质瘤"
glioma exophytum,,"[医] 外发神经胶质瘤, 外向性视网膜胶质瘤"
glioma multiforme,,"[医] 多形性神经胶质瘤, 多形性成胶质细胞瘤"
glioma nasal,,[医] 鼻神经胶质瘤
glioma peripheral,,"[医] 外周神经胶质瘤, 神经鞘瘤"
glioma retinae,,[医] 视网膜神经胶质瘤
glioma sarcomatosum,,[医] [神经]胶质肉瘤
gliomas,plural of glioma\nn. a tumor of the brain consisting of neuroglia,(glioma 的复数) n. 神经胶质瘤\n[医] 神经胶质瘤
gliomata,n a tumor of the brain consisting of neuroglia,pl. 神经胶质瘤
gliomatosis,,n. [医]神经胶质过多
gliomatous,,[医] 神经胶质瘤的
gliomyxoma,,[医] [神经]胶质粘液瘤
glioneuroma,,[医] [神经]胶质神经瘤
